,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,-0.004274130479529297,0.0068,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,-0.0037616860314436057,0.008,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,-0.002336496206844363,0.0094,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,0.0009666507060611532,0.011,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,0.008902543258318962,0.01,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.02634997140170121,0.0117,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.05041197265712684,0.0171,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,0.05418862212952959,0.0234,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.014260512449169963,0.0156,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.00386041562305373,0.0101,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.0059542585331968274,0.0084,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.00890145614336662,0.0074,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.01106688879291213,0.0083,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.014662885119142512,0.0104,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.018130877171739,0.0137,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,0.020862389730799062,0.0203,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.019099069794132593,0.0343,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,0.003527278437844787,0.0104,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,0.005381000532605347,0.0087,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,0.006973219804896663,0.0084,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,0.008949841863270427,0.0089,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,0.011220153008853926,0.0102,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.013048441517184583,0.0102,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.016667068916462625,0.0138,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,0.02051007180991708,0.0151,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,0.02973285191435427,0.0327,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,-0.004751625236050658,0.0071,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,-0.004602813875679811,0.0084,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,-0.004410388528801045,0.01,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,-0.004152852431613825,0.0118,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,-0.003506764840970965,0.0109,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,-0.0006358956332443204,0.013,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,0.007328400271803003,0.019,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,0.010624132524478578,0.0247,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,0.0010506056723493177,0.0159,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,-0.0009429217478559907,0.0104,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,-0.0013092672393990906,0.0088,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,-0.002382029185684528,0.0079,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,-0.0036859235667813127,0.0089,x
39,pi-,4.59,0.06247,0.25,0.38,0.45,-0.005229831696523626,0.0113,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,-0.00729160003444551,0.0153,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,-0.01360470274251921,0.0232,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,-0.01847287561077892,0.0411,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,-0.0009133628855246216,0.0112,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,-0.0015521179746783426,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,-0.0022337488437556095,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,-0.0028629034029324734,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,-0.003615112547894636,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,-0.004743053000146871,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,-0.00668967982397439,0.0149,phT
