,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.24,0.0065,0.65,0.285,0.54,-0.0043190708858533485,0.0117,x
1,pi+,1.47,0.0106,0.47,0.321,0.52,-0.003737417261358924,0.0074,x
2,pi+,1.72,0.0164,0.36,0.347,0.51,-0.0024519040535952866,0.0061,x
3,pi+,2.05,0.0257,0.27,0.363,0.49,0.0010374945912850337,0.0053,x
4,pi+,2.71,0.0399,0.23,0.37,0.48,0.009305751922336413,0.0055,x
5,pi+,4.22,0.0628,0.23,0.367,0.48,0.027127839801840994,0.0063,x
6,pi+,6.68,0.1009,0.22,0.365,0.48,0.052353927447267884,0.0075,x
7,pi+,10.54,0.1621,0.22,0.362,0.48,0.05433236243167068,0.0096,x
8,pi+,21.02,0.2881,0.24,0.361,0.52,0.012069335000928313,0.0126,x
9,pi+,3.75,0.0467,0.33,0.223,0.45,0.0084894076354477,0.0044,z
10,pi+,3.75,0.0483,0.32,0.274,0.47,0.011632312952080486,0.0053,z
11,pi+,3.72,0.0498,0.31,0.324,0.5,0.015639197814861023,0.0063,z
12,pi+,3.68,0.0511,0.29,0.374,0.52,0.019352266318365025,0.0074,z
13,pi+,3.58,0.0527,0.27,0.445,0.54,0.02346299453397582,0.0067,z
14,pi+,3.4,0.0545,0.24,0.565,0.57,0.02814385450876491,0.0077,z
15,pi+,3.1,0.0548,0.21,0.716,0.56,0.03142834322432738,0.0113,z
16,pi+,2.71,0.0527,0.19,0.878,0.47,0.02643090098641095,0.0152,z
17,pi+,3.57,0.052,0.28,0.346,0.15,0.005464335230109766,0.0072,phT
18,pi+,3.52,0.051,0.28,0.344,0.25,0.008675978551086547,0.006,phT
19,pi+,3.48,0.0497,0.29,0.344,0.35,0.011442316658203229,0.0056,phT
20,pi+,3.55,0.0495,0.3,0.344,0.45,0.014591595728493249,0.0059,phT
21,pi+,3.62,0.0493,0.3,0.35,0.55,0.01794220868149793,0.0066,phT
22,pi+,3.71,0.0489,0.31,0.363,0.67,0.022098659714224988,0.0066,phT
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.0278655455907677,0.0087,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.03667629631044323,0.0091,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.05927954380113631,0.0186,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,-0.004711566191144842,0.0115,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,-0.004602135828355329,0.0075,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,-0.0044542165806870735,0.0063,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,-0.004273797740663854,0.0054,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,-0.0033913568627571052,0.0057,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.0003483903716144904,0.0068,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,0.00820706870860373,0.0083,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.011682480079128841,0.0109,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.0005945318542952099,0.0147,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.0006411318379050217,0.0045,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,0.00017869488073401872,0.0054,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,-0.0011751410695586152,0.0065,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,-0.0029379290691667974,0.0078,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,-0.005004072255572037,0.0071,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,-0.007873279851889523,0.0086,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,-0.016871551976992066,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,-0.02345206235717406,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,-0.0005113868996307213,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,-0.0009005107894496383,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,-0.001358248447372658,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,-0.0016777252419302685,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,-0.0021188811973695625,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,-0.0030560309106225977,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,-0.004613463749656312,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,-0.007288492081434484,0.0096,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,-0.012716667222805919,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,-0.005619338153189279,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,-0.005363376712712233,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,-0.00499502058679175,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,-0.004190823292614532,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,-0.0017983591643815748,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.005117587374448822,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.018973980361198867,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.026092092195471255,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,-0.01213848500255222,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,-0.0014852143223888135,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,-0.0014422867261239258,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,-0.0015460855299616087,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,-0.0018129841707584205,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,-0.0023785870073852315,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,-0.0040964329797694935,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,-0.005877397346598251,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,-0.006273300282361679,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,-0.0005853994641970777,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,-0.0008282552667317617,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,-0.0011747478470776577,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,-0.001554962467374479,0.0207,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,-0.0019350920025931492,0.0218,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,-0.002508740097633739,0.0201,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,-0.0032852477121955628,0.0247,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,-0.004567612400179275,0.0231,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,-0.007508156325031048,0.0409,phT
78,k+,4.51,0.0324,0.5,0.225,0.55,-0.0013797322461302753,0.0155,z
79,k+,4.49,0.0372,0.45,0.275,0.56,-0.00028361820442481146,0.0156,z
80,k+,4.46,0.0417,0.4,0.324,0.57,0.0016536235781527005,0.0164,z
81,k+,4.36,0.0454,0.36,0.374,0.57,0.006924712945945132,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.020405393147126822,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.0485224006873888,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.08642475883378439,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.08678778682699917,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.017318133746385495,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.005421355045080324,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.010730483393819107,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.01731416830984058,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.02358358790974438,0.0151,x
91,k+,5.48,0.0629,0.29,0.463,0.57,0.032303950524881525,0.0172,x
92,k+,8.54,0.1009,0.29,0.468,0.57,0.044479299927803216,0.0203,x
93,k+,13.6,0.1623,0.28,0.473,0.57,0.05541989778897176,0.0261,x
94,k+,26.24,0.2959,0.29,0.468,0.61,0.055431706736726274,0.0319,x
95,k+,4.15,0.0455,0.34,0.41,0.15,0.006580984192239316,0.0199,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.011487304755104398,0.0171,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.015942475817709786,0.016,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.020483704970448803,0.0161,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.025013253615744156,0.0168,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.0308515634938406,0.0155,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.038705346454851505,0.0188,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.051138995927832054,0.0174,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.07778677270730722,0.0312,phT
