,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.006469425470189304,0.00875557,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.01816703332850201,0.007397973,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.028098221138842694,0.008782369,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.0364136169691771,0.007749194,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.0364136169691771,0.007749194,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.04228290161236498,0.007595393,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.040115761439592154,0.007640026,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.014504359088044079,0.009352005,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.022525689207713525,0.005491812,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.03183638945128384,0.006020797,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.040497254242019956,0.007340981,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.047626816573878815,0.00813941,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.05251478841615507,0.011552056,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.05251478841615507,0.011552056,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.05602797642507586,0.012384668,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.059544912329543585,0.015425304,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.06165359755283296,0.021260292,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.060783305760230014,0.023052115,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.05407340272856243,0.021890866,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.012115940173108377,0.006911584,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.023380272286527826,0.00741485,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.030229436798725508,0.008372574,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.03547663814523822,0.009291394,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.03547663814523822,0.009291394,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.0426254320942002,0.009700515,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.05393685783066407,0.012816006,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.07212409461384199,0.010870603,phT
27,pi0,1.3,0.036,0.712,0.325,0.492,0.0020363546821388105,0.036200829,x
28,pi0,1.72,0.056,0.597,0.352,0.406,0.009607931642898962,0.031942761,x
29,pi0,2.14,0.074,0.558,0.366,0.374,0.01646271714385274,0.035141144,x
30,pi0,2.58,0.093,0.538,0.372,0.353,0.022144195071882793,0.030734996,x
31,pi0,2.58,0.093,0.538,0.372,0.353,0.022144195071882793,0.030734996,x
