,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,-0.0012583155666650578,0.0068,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,-0.0005694795196886668,0.008,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,0.0006067399649634978,0.0094,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,0.003262052894751049,0.011,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,0.009951951038501706,0.01,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.025536315109516615,0.0117,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.05199926073770336,0.0171,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,0.07107144650005548,0.0234,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.03653578907137117,0.0156,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.005428409185332467,0.0101,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.007541670163362215,0.0084,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.010157428575384283,0.0074,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.012038908671844747,0.0083,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.015636607666601562,0.0104,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.0188877744353984,0.0137,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,0.017915557367180576,0.0203,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.012758132660576764,0.0343,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,0.0037996886032621324,0.0104,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,0.005883105631867318,0.0087,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,0.007760301405193955,0.0084,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,0.00998607630995271,0.0089,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,0.01247683024654661,0.0102,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.014769688105035445,0.0102,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.018846531259466424,0.0138,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,0.023791310737369863,0.0151,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,0.03581850554058494,0.0327,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,-0.0039554949474609365,0.0071,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,-0.004095443151220234,0.0084,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,-0.004302949227619821,0.01,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,-0.0043936762428962595,0.0118,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,-0.003990672100285883,0.0109,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,-0.0009431756626306552,0.013,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,0.010433052912604627,0.019,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,0.01816835096596151,0.0247,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,0.0009479795587208163,0.0159,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,0.0009036350455590344,0.0104,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,0.00012965833209182924,0.0088,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,-0.001442045596303813,0.0079,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,-0.003983291962216182,0.0089,x
39,pi-,4.59,0.06247,0.25,0.38,0.45,-0.009320704819150245,0.0113,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,-0.017004855062246298,0.0153,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,-0.017564757676484855,0.0232,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,-0.009221680516552267,0.0411,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,-0.0007704818209183027,0.0112,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,-0.001329864697426433,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,-0.0019390772466066567,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,-0.002484681705052965,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,-0.003170579531456732,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,-0.004561896041661193,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,-0.007614964423653447,0.0149,phT
50,pi-,3.42,0.036,0.38,0.4,1.042,-0.012517017746694174,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,-0.023338886822990786,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,-0.020040010558817038,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,-0.01165107688572364,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,-0.0027106236285602855,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,0.005603853804318415,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,0.014247246031611234,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,0.02731409434716283,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,0.048862140928794075,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,0.07869780526215346,0.0868,z
60,k-,1.25,0.006431,0.66,0.3,0.57,0.09048237857660102,0.0319,x
61,k-,1.51,0.01051,0.48,0.34,0.56,-0.004432278627469495,0.0226,x
62,k-,1.87,0.01621,0.39,0.37,0.54,-0.00735996226775794,0.0222,x
63,k-,2.53,0.0252,0.34,0.41,0.54,-0.011498384674980693,0.0231,x
64,k-,3.87,0.03966,0.33,0.42,0.53,-0.021623295667797464,0.0282,x
65,k-,6.13,0.06254,0.33,0.41,0.53,0.052722192986354686,0.0357,x
66,k-,9.68,0.09993,0.32,0.41,0.53,0.028213379976052326,0.0464,x
67,k-,15.8,0.1599,0.33,0.4,0.54,0.038630629275692205,0.0719,x
68,k-,31.4,0.2852,0.36,0.37,0.54,0.03779291517531238,0.1281,x
69,k-,3.27,0.032,0.39,0.38,0.154,0.0033844029239780966,0.0331,phT
70,k-,3.27,0.032,0.4,0.37,0.2516,0.005803288407159874,0.0276,phT
71,k-,3.29,0.031,0.4,0.37,0.3501,0.007634707322128833,0.0272,phT
72,k-,3.34,0.032,0.4,0.37,0.4491,0.010426607414091679,0.0275,phT
73,k-,3.35,0.032,0.4,0.38,0.5485,0.012191406205518823,0.0294,phT
74,k-,3.3,0.031,0.41,0.38,0.6699,0.014078242102496592,0.0269,phT
75,k-,3.3,0.031,0.41,0.39,0.8183,0.01653205486428897,0.0333,phT
76,k-,3.34,0.03,0.42,0.4,1.052,0.019397157425055774,0.0322,phT
77,k-,3.5,0.028,0.47,0.41,1.57,0.02542860529619869,0.0577,phT
78,k+,3.97,0.028,0.5,0.2249,0.52,0.004803550011787326,0.0203,z
79,k+,4.0,0.032,0.46,0.2747,0.52,0.0042183665795201145,0.021,z
80,k+,3.92,0.035,0.42,0.3245,0.54,0.004931079524972137,0.022,z
81,k+,3.87,0.038,0.38,0.3742,0.55,0.007797661500268833,0.0241,z
82,k+,3.74,0.042,0.33,0.4463,0.56,0.016462688829921995,0.0196,z
83,k+,3.44,0.046,0.27,0.5659,0.58,0.037502150945630024,0.0216,z
84,k+,3.25,0.051,0.23,0.7142,0.62,0.07046900068258842,0.032,z
85,k+,2.93,0.052,0.2,0.8732,0.61,0.0915051946396657,0.05,z
86,k+,1.24,0.006452,0.65,0.3,0.57,0.04181686479153087,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.00932665016616348,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.012218810763584175,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.014947173272830624,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.01733554618528562,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.019379195196187467,0.0258,x
