,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.006883574395949676,0.00875557,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.01864555263981691,0.007397973,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.028641874228108332,0.008782369,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.03760126985539595,0.007749194,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.03760126985539595,0.007749194,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.04546618456984236,0.007595393,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.047913874369966414,0.007640026,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.026537042718593702,0.009352005,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.02388690405541309,0.005491812,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.03367884579297536,0.006020797,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.04213683518774536,0.007340981,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.04987606226913611,0.00813941,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.05628274891702492,0.011552056,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.05628274891702492,0.011552056,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.05997916691622698,0.012384668,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.06041273960495256,0.015425304,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.05743993395492631,0.021260292,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.05199277667449622,0.023052115,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.04230897520882421,0.021890866,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.012894688696414788,0.006911584,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.02473616033431072,0.00741485,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.031692616064487956,0.008372574,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.036863316000570405,0.009291394,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.036863316000570405,0.009291394,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.04389669508725843,0.009700515,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.05511433951572673,0.012816006,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.074096817398365,0.010870603,phT
27,pi0,1.3,0.036,0.712,0.325,0.492,0.002443984721523715,0.036200829,x
28,pi0,1.72,0.056,0.597,0.352,0.406,0.011150963953891197,0.031942761,x
29,pi0,2.14,0.074,0.558,0.366,0.374,0.01892756258604955,0.035141144,x
30,pi0,2.58,0.093,0.538,0.372,0.353,0.025444453211611238,0.030734996,x
31,pi0,2.58,0.093,0.538,0.372,0.353,0.025444453211611238,0.030734996,x
32,pi0,3.19,0.118,0.522,0.378,0.338,0.03135907706228187,0.031110288,x
33,pi0,4.1,0.156,0.507,0.38,0.323,0.03296145259750654,0.02973096,x
34,pi0,6.14,0.249,0.479,0.386,0.326,0.018248271994332963,0.033160217,x
35,pi0,2.45,0.078,0.648,0.229,0.337,0.015694438495158457,0.034340646,z
36,pi0,2.49,0.085,0.609,0.289,0.372,0.022141778500158495,0.031331294,z
37,pi0,2.52,0.09,0.581,0.348,0.401,0.027343594301734168,0.030972569,z
