,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,2.423,0.086,0.592,0.234,0.346,0.006924984615426275,0.006046487,z
1,pi+,2.428,0.094,0.551,0.303,0.377,0.018688483036002918,0.007715569,z
2,pi+,2.425,0.097,0.528,0.373,0.403,0.02963467390796156,0.009689685,z
3,pi+,2.418,0.099,0.514,0.447,0.429,0.03969005275542117,0.011715375,z
4,pi+,2.411,0.1,0.504,0.523,0.453,0.047579459814322905,0.0146,z
5,pi+,2.4,0.101,0.494,0.593,0.465,0.0437063937551726,0.01707425,z
6,pi+,2.385,0.103,0.478,0.663,0.465,0.021176989641612187,0.01968248,z
7,pi+,1.281,0.036,0.707,0.336,0.489,0.02407119996613108,0.008856636,x
8,pi+,1.631,0.056,0.569,0.356,0.409,0.03531652739457288,0.007300685,x
9,pi+,2.017,0.076,0.513,0.367,0.372,0.04425398561226354,0.008160882,x
10,pi+,2.467,0.098,0.484,0.376,0.356,0.05240789023916525,0.007738863,x
11,pi+,3.203,0.133,0.464,0.379,0.344,0.05788382297086685,0.008044874,x
12,pi+,4.321,0.186,0.449,0.379,0.339,0.059833387193304714,0.010720075,x
13,pi+,6.179,0.275,0.434,0.375,0.344,0.05935480124006024,0.015024314,x
14,pi+,2.533,0.109,0.46,0.341,0.11,0.012799168343046565,0.008761849,phT
15,pi+,2.53,0.106,0.49,0.35,0.211,0.02434568929463033,0.007783315,phT
16,pi+,2.486,0.1,0.519,0.355,0.29,0.031958694475349055,0.007333485,phT
17,pi+,2.415,0.093,0.549,0.355,0.37,0.03776230773075752,0.007495332,phT
18,pi+,2.342,0.086,0.58,0.36,0.488,0.04570830276089363,0.007516648,phT
19,pi+,2.303,0.08,0.616,0.388,0.669,0.05948082580204555,0.012140016,phT
20,pi+,2.262,0.073,0.658,0.453,0.954,0.08057111158859853,0.020529978,phT
21,pi0,2.361,0.072,0.671,0.236,0.39,0.002238625206356154,0.02556345,z
22,pi0,2.414,0.081,0.623,0.304,0.42,0.011958684948987884,0.019649936,z
23,pi0,2.447,0.087,0.587,0.374,0.446,0.0222649912737654,0.019405412,z
24,pi0,2.486,0.093,0.558,0.448,0.464,0.03042757431944841,0.019577794,z
25,pi0,2.531,0.098,0.531,0.523,0.472,0.037350920652823104,0.023482973,z
26,pi0,2.552,0.102,0.511,0.593,0.488,0.03465516147067514,0.026705243,z
27,pi0,2.583,0.106,0.495,0.663,0.495,0.01574677068974862,0.0314,z
28,pi0,1.293,0.035,0.717,0.351,0.54,0.016012211989781942,0.037302145,x
29,pi0,1.712,0.055,0.599,0.386,0.451,0.023589458311297436,0.030805844,x
30,pi0,2.184,0.076,0.557,0.406,0.416,0.029292966484995676,0.029516944,x
31,pi0,2.705,0.098,0.531,0.414,0.392,0.0335559465587716,0.023913594,x
32,pi0,3.549,0.133,0.514,0.421,0.372,0.035726836417751956,0.020248457,x
33,pi0,4.716,0.185,0.491,0.428,0.364,0.037565106318720703,0.028715327,x
34,pi0,6.631,0.273,0.47,0.432,0.378,0.03834207682542506,0.049445323,x
35,pi0,2.731,0.111,0.475,0.391,0.113,0.00997642226472076,0.031852943,phT
36,pi0,2.649,0.103,0.517,0.384,0.212,0.01734078699020201,0.031795912,phT
37,pi0,2.553,0.095,0.553,0.381,0.29,0.021538211199904362,0.030509834,phT
38,pi0,2.456,0.087,0.587,0.381,0.369,0.024281824953836684,0.029224989,phT
39,pi0,2.367,0.08,0.623,0.382,0.49,0.02828563532019542,0.022333159,phT
40,pi0,2.28,0.073,0.655,0.404,0.673,0.0335449373566112,0.02268149,phT
41,pi0,2.263,0.07,0.677,0.463,0.959,0.043814208230884284,0.027060118,phT
42,pi-,2.373,0.084,0.596,0.233,0.352,-0.003379036508627858,0.006441273,z
43,pi-,2.356,0.091,0.553,0.303,0.385,0.0006597547381523224,0.00820061,z
44,pi-,2.338,0.094,0.53,0.373,0.411,0.004901498000585138,0.010555094,z
45,pi-,2.332,0.096,0.515,0.447,0.43,0.008349752726720656,0.012798828,z
46,pi-,2.315,0.097,0.504,0.523,0.444,0.011354326498352359,0.016268989,z
47,pi-,2.263,0.096,0.494,0.593,0.447,0.009074726806596857,0.019246298,z
48,pi-,2.247,0.098,0.475,0.663,0.435,-0.0019315181211146536,0.02251444,z
49,pi-,1.278,0.035,0.708,0.33,0.484,0.012492641666168305,0.01034698,x
50,pi-,1.629,0.055,0.57,0.35,0.403,0.013186043209412471,0.008856636,x
51,pi-,2.011,0.076,0.512,0.36,0.367,0.008204674750775158,0.009527329,x
52,pi-,2.451,0.098,0.481,0.367,0.352,-0.0037688844202224707,0.008766413,x
53,pi-,3.192,0.133,0.462,0.369,0.344,-0.017250091678548986,0.008286133,x
54,pi-,4.291,0.186,0.447,0.367,0.34,-0.025610000170225015,0.010917875,x
55,pi-,6.125,0.275,0.43,0.363,0.354,-0.028398482192595657,0.015411684,x
56,pi-,2.454,0.106,0.462,0.337,0.11,0.003934634318553267,0.009709789,phT
57,pi-,2.445,0.102,0.493,0.346,0.211,0.006666564883328975,0.009708244,phT
58,pi-,2.393,0.096,0.525,0.35,0.29,0.00798226999488983,0.009176056,phT
59,pi-,2.314,0.089,0.556,0.348,0.369,0.008881382612968513,0.008998889,phT
60,pi-,2.269,0.083,0.586,0.349,0.488,0.009838106677490894,0.006760178,phT
61,pi-,2.265,0.079,0.619,0.371,0.67,0.00836548608590052,0.008683317,phT
62,pi-,2.224,0.072,0.658,0.433,0.951,-0.008260632436364218,0.014616429,phT
63,k+,2.429,0.083,0.606,0.236,0.354,0.02010572601738292,0.017661823,z
64,k+,2.474,0.092,0.568,0.305,0.385,0.033452895712001926,0.017803651,z
65,k+,2.528,0.097,0.545,0.374,0.415,0.0452134303753253,0.018788294,z
66,k+,2.521,0.099,0.531,0.448,0.443,0.05507679984847909,0.020465825,z
67,k+,2.511,0.102,0.515,0.524,0.47,0.06192967013371255,0.024382371,z
68,k+,2.552,0.103,0.515,0.593,0.497,0.05464871911562191,0.028487541,z
69,k+,2.562,0.106,0.495,0.663,0.512,0.02671135373385732,0.032743854,z
70,k+,1.285,0.036,0.709,0.364,0.53,0.0413265172449465,0.028715501,x
