,Unnamed: 0,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence,Siv_Rep_err,Siv_Rep
0,0,pi+,1.29,0.036,0.702,0.336,0.486,0.0076843794710938,0.00875557,x,0.00076843794710938,0.008527994113148233
1,1,pi+,1.64,0.056,0.567,0.356,0.408,0.0144998023533412,0.007397973,x,0.00144998023533412,0.014728840054517202
2,2,pi+,1.98,0.074,0.516,0.366,0.375,0.0219320003997384,0.008782369,x,0.00219320003997384,0.020827398247602377
3,3,pi+,2.34,0.093,0.489,0.374,0.358,0.031211596570603,0.007749194,x,0.0031211596570603004,0.03298021279919182
4,4,pi+,2.34,0.093,0.489,0.374,0.358,0.031211596570603,0.007749194,x,0.0031211596570603004,0.03395049315047382
5,5,pi+,2.87,0.118,0.469,0.379,0.348,0.045043396435372,0.007595393,x,0.0045043396435372005,0.04550672841182624
6,6,pi+,3.69,0.157,0.456,0.379,0.342,0.0681792735293606,0.007640026,x,0.00681792735293606,0.07224056317725808
7,7,pi+,5.71,0.254,0.437,0.375,0.343,0.1232318902479312,0.009352005,x,0.01232318902479312,0.10823056669272177
8,8,pi+,2.44,0.087,0.594,0.229,0.344,0.0177049935716545,0.005491812,z,0.00177049935716545,0.018175735048761917
9,9,pi+,2.46,0.094,0.556,0.289,0.371,0.0271736414749258,0.006020797,z,0.00271736414749258,0.023817080049410425
10,10,pi+,2.45,0.098,0.533,0.349,0.394,0.0365251717485824,0.007340981,z,0.00365251717485824,0.03724387632636631
11,11,pi+,2.45,0.1,0.52,0.413,0.418,0.0456809536015359,0.00813941,z,0.00456809536015359,0.040372996445396776
12,12,pi+,2.44,0.101,0.508,0.483,0.441,0.0540618869319839,0.011552056,z,0.00540618869319839,0.04421006196187844
13,13,pi+,2.44,0.101,0.508,0.483,0.441,0.0540618869319839,0.011552056,z,0.00540618869319839,0.04881232720227121
14,14,pi+,2.43,0.102,0.499,0.558,0.46,0.0610104314384402,0.012384668,z,0.0061010431438440205,0.0648189543829317
15,15,pi+,2.41,0.104,0.481,0.647,0.466,0.0652499625818436,0.015425304,z,0.00652499625818436,0.07286588320895651
16,16,pi+,2.41,0.107,0.457,0.729,0.453,0.0652406230016418,0.021260292,z,0.00652406230016418,0.05242495970627066
17,17,pi+,2.35,0.108,0.434,0.798,0.433,0.0613067948287558,0.023052115,z,0.00613067948287558,0.04983140131816103
18,18,pi+,2.31,0.116,0.394,0.916,0.376,0.0553590802466547,0.021890866,z,0.00553590802466547,0.05639971240630883
19,19,pi+,2.56,0.11,0.46,0.341,0.11,0.0108205581121172,0.006911584,phT,0.0010820558112117201,0.009800962288355353
20,20,pi+,2.56,0.108,0.489,0.35,0.211,0.0210443222741079,0.00741485,phT,0.00210443222741079,0.022704113844430853
21,21,pi+,2.52,0.103,0.514,0.354,0.28,0.0267609640873505,0.008372574,phT,0.0026760964087350503,0.029933343099780168
22,22,pi+,2.46,0.097,0.54,0.355,0.345,0.0309054337059382,0.009291394,phT,0.0030905433705938202,0.03583905318620788
23,23,pi+,2.46,0.097,0.54,0.355,0.345,0.0309054337059382,0.009291394,phT,0.0030905433705938202,0.031286999570393235
24,24,pi+,2.39,0.09,0.57,0.356,0.446,0.0376648443093494,0.009700515,phT,0.0037664844309349406,0.04372142983163709
25,25,pi+,2.34,0.084,0.601,0.373,0.594,0.0525481388543535,0.012816006,phT,0.005254813885435351,0.05041308361285933
26,26,pi+,2.3,0.076,0.642,0.429,0.849,0.0972558935892743,0.010870603,phT,0.009725589358927431,0.10063406639434543
27,27,pi0,1.3,0.036,0.712,0.325,0.492,0.0075987971775109,0.036200829,x,0.0007598797177510901,0.007344035903537511
28,28,pi0,1.72,0.056,0.597,0.352,0.406,0.0142891879625834,0.031942761,x,0.00142891879625834,0.014489401942892928
29,29,pi0,2.14,0.074,0.558,0.366,0.374,0.0218598033971412,0.035141144,x,0.00218598033971412,0.022668737072232156
30,30,pi0,2.58,0.093,0.538,0.372,0.353,0.0305720531614599,0.030734996,x,0.00305720531614599,0.025012904599821487
31,31,pi0,2.58,0.093,0.538,0.372,0.353,0.0305720531614599,0.030734996,x,0.00305720531614599,0.026203521551230118
32,32,pi0,3.19,0.118,0.522,0.378,0.338,0.0434176040764062,0.031110288,x,0.00434176040764062,0.05402569661685317
33,33,pi0,4.1,0.156,0.507,0.38,0.323,0.0632228380771017,0.02973096,x,0.006322283807710171,0.06343698022836117
34,34,pi0,6.14,0.249,0.479,0.386,0.326,0.115886397710486,0.033160217,x,0.011588639771048601,0.11382246573930013
35,35,pi0,2.45,0.078,0.648,0.229,0.337,0.0143225490182789,0.034340646,z,0.0014322549018278901,0.013585938367774194
36,36,pi0,2.49,0.085,0.609,0.289,0.372,0.0229614371004475,0.031331294,z,0.00229614371004475,0.023344797834436135
37,37,pi0,2.52,0.09,0.581,0.348,0.401,0.0322700077682788,0.030972569,z,0.00322700077682788,0.04098618314480917
38,38,pi0,2.53,0.095,0.558,0.413,0.427,0.0431124026304094,0.030304125,z,0.00431124026304094,0.04486622670448314
39,39,pi0,2.55,0.099,0.537,0.483,0.45,0.0537569839069274,0.031590505,z,0.00537569839069274,0.052090863689843794
