,Unnamed: 0,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence,Siv_Rep_err,Siv_Rep
0,0,pi+,1.29,0.036,0.702,0.336,0.486,0.0076843794710938,0.00875557,x,0.00076843794710938,0.00971857025167739
1,1,pi+,1.64,0.056,0.567,0.356,0.408,0.0144998023533412,0.007397973,x,0.00144998023533412,0.013359600409635164
2,2,pi+,1.98,0.074,0.516,0.366,0.375,0.0219320003997384,0.008782369,x,0.00219320003997384,0.026640247762154946
3,3,pi+,2.34,0.093,0.489,0.374,0.358,0.031211596570603,0.007749194,x,0.0031211596570603004,0.0348050842608768
4,4,pi+,2.34,0.093,0.489,0.374,0.358,0.031211596570603,0.007749194,x,0.0031211596570603004,0.0285690448541892
5,5,pi+,2.87,0.118,0.469,0.379,0.348,0.045043396435372,0.007595393,x,0.0045043396435372005,0.038524458715585685
6,6,pi+,3.69,0.157,0.456,0.379,0.342,0.0681792735293606,0.007640026,x,0.00681792735293606,0.0739082080526054
7,7,pi+,5.71,0.254,0.437,0.375,0.343,0.1232318902479312,0.009352005,x,0.01232318902479312,0.12338259446743667
8,8,pi+,2.44,0.087,0.594,0.229,0.344,0.0177049935716545,0.005491812,z,0.00177049935716545,0.015577313909558299
9,9,pi+,2.46,0.094,0.556,0.289,0.371,0.0271736414749258,0.006020797,z,0.00271736414749258,0.0254725220447181
10,10,pi+,2.45,0.098,0.533,0.349,0.394,0.0365251717485824,0.007340981,z,0.00365251717485824,0.039685775644018394
11,11,pi+,2.45,0.1,0.52,0.413,0.418,0.0456809536015359,0.00813941,z,0.00456809536015359,0.044706277770238584
12,12,pi+,2.44,0.101,0.508,0.483,0.441,0.0540618869319839,0.011552056,z,0.00540618869319839,0.047663807489142396
13,13,pi+,2.44,0.101,0.508,0.483,0.441,0.0540618869319839,0.011552056,z,0.00540618869319839,0.047282446676955886
14,14,pi+,2.43,0.102,0.499,0.558,0.46,0.0610104314384402,0.012384668,z,0.0061010431438440205,0.07605671832965621
15,15,pi+,2.41,0.104,0.481,0.647,0.466,0.0652499625818436,0.015425304,z,0.00652499625818436,0.05532348703962286
16,16,pi+,2.41,0.107,0.457,0.729,0.453,0.0652406230016418,0.021260292,z,0.00652406230016418,0.05753529051480673
17,17,pi+,2.35,0.108,0.434,0.798,0.433,0.0613067948287558,0.023052115,z,0.00613067948287558,0.055465683482453045
18,18,pi+,2.31,0.116,0.394,0.916,0.376,0.0553590802466547,0.021890866,z,0.00553590802466547,0.0526669888849452
19,19,pi+,2.56,0.11,0.46,0.341,0.11,0.0108205581121172,0.006911584,phT,0.0010820558112117201,0.010428726639685597
20,20,pi+,2.56,0.108,0.489,0.35,0.211,0.0210443222741079,0.00741485,phT,0.00210443222741079,0.021833257415319936
21,21,pi+,2.52,0.103,0.514,0.354,0.28,0.0267609640873505,0.008372574,phT,0.0026760964087350503,0.03006881644412861
22,22,pi+,2.46,0.097,0.54,0.355,0.345,0.0309054337059382,0.009291394,phT,0.0030905433705938202,0.03006589580513149
23,23,pi+,2.46,0.097,0.54,0.355,0.345,0.0309054337059382,0.009291394,phT,0.0030905433705938202,0.03083213231794115
24,24,pi+,2.39,0.09,0.57,0.356,0.446,0.0376648443093494,0.009700515,phT,0.0037664844309349406,0.03497213645188262
25,25,pi+,2.34,0.084,0.601,0.373,0.594,0.0525481388543535,0.012816006,phT,0.005254813885435351,0.0524228825854791
26,26,pi+,2.3,0.076,0.642,0.429,0.849,0.0972558935892743,0.010870603,phT,0.009725589358927431,0.08991603178513065
27,27,pi0,1.3,0.036,0.712,0.325,0.492,0.0075987971775109,0.036200829,x,0.0007598797177510901,0.007436404596784108
28,28,pi0,1.72,0.056,0.597,0.352,0.406,0.0142891879625834,0.031942761,x,0.00142891879625834,0.013587016942053082
29,29,pi0,2.14,0.074,0.558,0.366,0.374,0.0218598033971412,0.035141144,x,0.00218598033971412,0.02037438682064729
30,30,pi0,2.58,0.093,0.538,0.372,0.353,0.0305720531614599,0.030734996,x,0.00305720531614599,0.030751983147566574
31,31,pi0,2.58,0.093,0.538,0.372,0.353,0.0305720531614599,0.030734996,x,0.00305720531614599,0.030874479587187205
32,32,pi0,3.19,0.118,0.522,0.378,0.338,0.0434176040764062,0.031110288,x,0.00434176040764062,0.04659401144601714
33,33,pi0,4.1,0.156,0.507,0.38,0.323,0.0632228380771017,0.02973096,x,0.006322283807710171,0.0698438709348314
34,34,pi0,6.14,0.249,0.479,0.386,0.326,0.115886397710486,0.033160217,x,0.011588639771048601,0.1299352952083621
35,35,pi0,2.45,0.078,0.648,0.229,0.337,0.0143225490182789,0.034340646,z,0.0014322549018278901,0.012640614144732446
36,36,pi0,2.49,0.085,0.609,0.289,0.372,0.0229614371004475,0.031331294,z,0.00229614371004475,0.021554647797438427
37,37,pi0,2.52,0.09,0.581,0.348,0.401,0.0322700077682788,0.030972569,z,0.00322700077682788,0.03247197265800401
38,38,pi0,2.53,0.095,0.558,0.413,0.427,0.0431124026304094,0.030304125,z,0.00431124026304094,0.0374829312153223
39,39,pi0,2.55,0.099,0.537,0.483,0.45,0.0537569839069274,0.031590505,z,0.00537569839069274,0.05833340558537652
40,40,pi0,2.55,0.099,0.537,0.483,0.45,0.0537569839069274,0.031590505,z,0.00537569839069274,0.05341773201449561
41,41,pi0,2.57,0.102,0.517,0.557,0.469,0.0626645716207745,0.032557641,z,0.006266457162077451,0.06254672801077853
42,42,pi0,2.59,0.106,0.496,0.645,0.483,0.0707931964249034,0.03246244,z,0.007079319642490341,0.07303610429817581
43,43,pi0,2.61,0.112,0.472,0.728,0.494,0.0791793179123288,0.043488504,z,0.00791793179123288,0.07532205496202418
44,44,pi0,2.66,0.116,0.457,0.796,0.488,0.0807548043747161,0.043887698,z,0.00807548043747161,0.07989893576721624
45,45,pi0,2.56,0.121,0.418,0.908,0.478,0.0802010323033962,0.049152213,z,0.008020103230339621,0.07123100877606363
46,46,pi0,2.82,0.114,0.481,0.338,0.111,0.0115026687087496,0.032318725,phT,0.00115026687087496,0.012180780169538833
47,47,pi0,2.69,0.103,0.529,0.34,0.211,0.0190790669498577,0.03242607,phT,0.0019079066949857703,0.019836130619580037
48,48,pi0,2.59,0.095,0.563,0.343,0.28,0.0228666148487514,0.03375574,phT,0.00228666148487514,0.022880495442145904
49,49,pi0,2.49,0.088,0.591,0.347,0.345,0.0257770235323311,0.033147096,phT,0.00257770235323311,0.02474778298326145
50,50,pi0,2.49,0.088,0.591,0.347,0.345,0.0257770235323311,0.033147096,phT,0.00257770235323311,0.02871822581657774
51,51,pi0,2.39,0.081,0.624,0.353,0.446,0.0312212437324728,0.027658814,phT,0.0031221243732472803,0.035067156305247725
52,52,pi0,2.3,0.074,0.652,0.371,0.595,0.042064422697056,0.027647966,phT,0.0042064422697056,0.04068640516337146
