,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.0031879613750338816,0.00875557,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.007094974132757857,0.007397973,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.012100320997683095,0.008782369,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.019253051118758465,0.007749194,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.019253051118758465,0.007749194,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.031790748902323626,0.007595393,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.05855876519865794,0.007640026,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.16840217285803852,0.009352005,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.010987837477237332,0.005491812,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.0172229491580549,0.006020797,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.023219463354840895,0.007340981,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.028780536681863953,0.00813941,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.03358192411666699,0.011552056,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.03358192411666699,0.011552056,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.037450350103648763,0.012384668,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.03993404492404498,0.015425304,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.04031395265811977,0.021260292,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.037984993799353405,0.023052115,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.03576712591235454,0.021890866,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.007517101648937925,0.006911584,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.014364167711951191,0.00741485,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.01767111265187128,0.008372574,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.019617838600557366,0.009291394,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.019617838600557366,0.009291394,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.022694922218527612,0.009700515,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.02968407112602878,0.012816006,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.04821299879253021,0.010870603,phT
27,pi0,1.3,0.036,0.712,0.325,0.492,0.0031607238006623782,0.036200829,x
28,pi0,1.72,0.056,0.597,0.352,0.406,0.007001400012739311,0.031942761,x
29,pi0,2.14,0.074,0.558,0.366,0.374,0.012061941121468703,0.035141144,x
30,pi0,2.58,0.093,0.538,0.372,0.353,0.0188790407678338,0.030734996,x
31,pi0,2.58,0.093,0.538,0.372,0.353,0.0188790407678338,0.030734996,x
32,pi0,3.19,0.118,0.522,0.378,0.338,0.030685619777308604,0.031110288,x
33,pi0,4.1,0.156,0.507,0.38,0.323,0.054136984405886455,0.02973096,x
34,pi0,6.14,0.249,0.479,0.386,0.326,0.15450013097914034,0.033160217,x
35,pi0,2.45,0.078,0.648,0.229,0.337,0.008433126305452643,0.034340646,z
36,pi0,2.49,0.085,0.609,0.289,0.372,0.013823395897983677,0.031331294,z
37,pi0,2.52,0.09,0.581,0.348,0.401,0.019604032270872342,0.030972569,z
38,pi0,2.53,0.095,0.558,0.413,0.427,0.026386792910043654,0.030304125,z
39,pi0,2.55,0.099,0.537,0.483,0.45,0.03297898508073109,0.031590505,z
40,pi0,2.55,0.099,0.537,0.483,0.45,0.03297898508073109,0.031590505,z
41,pi0,2.57,0.102,0.517,0.557,0.469,0.03841036866289885,0.032557641,z
42,pi0,2.59,0.106,0.496,0.645,0.483,0.04367374224973373,0.03246244,z
43,pi0,2.61,0.112,0.472,0.728,0.494,0.049900366516043654,0.043488504,z
44,pi0,2.66,0.116,0.457,0.796,0.488,0.051752761255145566,0.043887698,z
45,pi0,2.56,0.121,0.418,0.908,0.478,0.05249760145124667,0.049152213,z
46,pi0,2.82,0.114,0.481,0.338,0.111,0.008166621175530119,0.032318725,phT
47,pi0,2.69,0.103,0.529,0.34,0.211,0.012706319049813106,0.03242607,phT
48,pi0,2.59,0.095,0.563,0.343,0.28,0.014488533928498186,0.03375574,phT
49,pi0,2.49,0.088,0.591,0.347,0.345,0.01558553623071439,0.033147096,phT
50,pi0,2.49,0.088,0.591,0.347,0.345,0.01558553623071439,0.033147096,phT
51,pi0,2.39,0.081,0.624,0.353,0.446,0.017869350673416447,0.027658814,phT
52,pi0,2.3,0.074,0.652,0.371,0.595,0.022387464960753747,0.027647966,phT
53,pi0,2.27,0.071,0.675,0.428,0.849,0.0414038781923147,0.026956446,phT
54,pi-,1.29,0.036,0.704,0.33,0.481,0.003104489619582594,0.009343447,x
55,pi-,1.64,0.056,0.568,0.35,0.402,0.006892074740351306,0.008102469,x
56,pi-,1.98,0.074,0.515,0.359,0.369,0.011731507656792716,0.009908078,x
57,pi-,2.33,0.093,0.487,0.366,0.354,0.018760442740393013,0.008736704,x
58,pi-,2.33,0.093,0.487,0.366,0.354,0.018760442740393013,0.008736704,x
59,pi-,2.86,0.118,0.468,0.369,0.348,0.03130353509065863,0.009027181,x
60,pi-,3.66,0.156,0.454,0.369,0.342,0.05685611750483671,0.009166242,x
61,pi-,5.66,0.253,0.434,0.364,0.349,0.1673969276781389,0.011081967,x
62,pi-,2.39,0.084,0.598,0.229,0.35,0.01036146285883742,0.00659242,z
63,pi-,2.38,0.091,0.559,0.289,0.379,0.016429471181081068,0.008381527,z
64,pi-,2.36,0.094,0.536,0.348,0.403,0.021717028382939763,0.009091755,z
65,pi-,2.37,0.097,0.521,0.413,0.422,0.02722624484087397,0.011759252,z
66,pi-,2.35,0.098,0.509,0.483,0.437,0.031046574155243884,0.014035669,z
67,pi-,2.35,0.098,0.509,0.483,0.437,0.031046574155243884,0.014035669,z
68,pi-,2.31,0.098,0.498,0.558,0.449,0.03321001486766458,0.016414628,z
69,pi-,2.27,0.099,0.479,0.646,0.438,0.0330672581438184,0.019524344,z
70,pi-,2.19,0.099,0.452,0.729,0.416,0.03052349186777861,0.023210558,z
71,pi-,2.15,0.101,0.432,0.798,0.389,0.028781639031969994,0.027815284,z
72,pi-,2.08,0.104,0.399,0.906,0.338,0.024998812750147956,0.029516944,z
73,pi-,2.48,0.107,0.462,0.337,0.11,0.007020281591775587,0.008570298,phT
74,pi-,2.47,0.103,0.492,0.345,0.211,0.01282107395342269,0.009304837,phT
75,pi-,2.43,0.098,0.52,0.35,0.28,0.01571792587912402,0.010742439,phT
76,pi-,2.36,0.092,0.546,0.349,0.345,0.01726179319360838,0.009613532,phT
77,pi-,2.36,0.092,0.546,0.349,0.345,0.01726179319360838,0.009613532,phT
78,pi-,2.3,0.086,0.576,0.347,0.446,0.020173317962915015,0.006935416,phT
79,pi-,2.28,0.081,0.606,0.359,0.594,0.026669959281203987,0.009228218,phT
80,pi-,2.26,0.076,0.643,0.409,0.846,0.04646800134973655,0.0109252,phT
81,k+,1.29,0.036,0.704,0.363,0.527,0.0037490025973590984,0.02832137,x
82,k+,1.65,0.056,0.571,0.384,0.436,0.00806904552414325,0.024942534,x
83,k+,2.01,0.074,0.524,0.392,0.398,0.013525473914150989,0.02804015,x
84,k+,2.39,0.093,0.498,0.401,0.378,0.021341586213570345,0.022138202,x
85,k+,2.39,0.093,0.498,0.401,0.378,0.021341586213570345,0.022138202,x
86,k+,2.93,0.118,0.479,0.404,0.366,0.034916648519207866,0.021600231,x
87,k+,3.79,0.157,0.468,0.408,0.358,0.06425058569155483,0.019670282,x
88,k+,5.86,0.252,0.451,0.41,0.357,0.18191333666804774,0.021060864,x
89,k+,2.46,0.085,0.603,0.228,0.351,0.01062959203020833,0.017110523,z
90,k+,2.49,0.092,0.569,0.287,0.378,0.016689741983037142,0.017637744,z
91,k+,2.53,0.097,0.548,0.347,0.403,0.023237907944681585,0.020341583,z
92,k+,2.56,0.101,0.532,0.412,0.425,0.030005037006620747,0.020392401,z
93,k+,2.55,0.102,0.522,0.482,0.458,0.036029698271502944,0.02009602,z
94,k+,2.55,0.102,0.522,0.482,0.458,0.036029698271502944,0.02009602,z
95,k+,2.54,0.104,0.515,0.556,0.484,0.041809183070026824,0.021414948,z
96,k+,2.61,0.108,0.5,0.645,0.506,0.04845264079086532,0.023525518,z
97,k+,2.63,0.112,0.474,0.727,0.506,0.051530609954444036,0.035631587,z
98,k+,2.62,0.116,0.448,0.796,0.501,0.05354831749950813,0.03672397,z
99,k+,2.47,0.119,0.411,0.903,0.469,0.04954360001071941,0.041538055,z
100,k+,2.68,0.113,0.468,0.362,0.111,0.008337184477636516,0.024407581,phT
101,k+,2.66,0.109,0.495,0.372,0.211,0.015184396281165198,0.026335148,phT
102,k+,2.66,0.106,0.517,0.377,0.28,0.019531595632216427,0.025358431,phT
103,k+,2.56,0.099,0.54,0.381,0.345,0.021400940904653935,0.021702074,phT
104,k+,2.56,0.099,0.54,0.381,0.345,0.021400940904653935,0.021702074,phT
105,k+,2.49,0.093,0.565,0.387,0.447,0.025763886902987563,0.016497576,phT
106,k+,2.41,0.087,0.593,0.402,0.597,0.03388155937732793,0.022910696,phT
107,k+,2.29,0.076,0.642,0.451,0.867,0.051725198298141414,0.019251234,phT
108,k-,1.3,0.036,0.711,0.338,0.503,0.003349494704289483,0.029106185,x
109,k-,1.67,0.056,0.578,0.355,0.417,0.0072741547990614825,0.027266096,x
110,k-,2.04,0.074,0.533,0.361,0.381,0.012228218938549841,0.034808332,x
111,k-,2.44,0.093,0.51,0.367,0.367,0.019605207596826147,0.030245165,x
112,k-,2.44,0.093,0.51,0.367,0.367,0.019605207596826147,0.030245165,x
113,k-,3.01,0.118,0.493,0.366,0.362,0.032624206624597855,0.033106193,x
114,k-,3.89,0.157,0.48,0.365,0.356,0.06003269726797675,0.034532304,x
115,k-,5.82,0.251,0.451,0.363,0.364,0.1725314656334313,0.049004592,x
116,k-,2.41,0.082,0.616,0.227,0.362,0.010118034531397735,0.022692069,z
117,k-,2.41,0.087,0.582,0.287,0.389,0.015246531716617516,0.023749737,z
