,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
0,xF,0.3,0.5,-0.2,1.0,4.0,0,0
1,xF,0.30606060606060603,0.5,-0.19393939393939397,1.02020202020202,4.05050505050505,0,0
2,xF,0.31212121212121213,0.5,-0.18787878787878787,1.0404040404040404,4.101010101010101,0,0
3,xF,0.3181818181818182,0.5,-0.18181818181818182,1.0606060606060606,4.151515151515151,0,0
4,xF,0.3242424242424242,0.5,-0.17575757575757578,1.0808080808080809,4.202020202020202,0,0
5,xF,0.3303030303030303,0.5,-0.16969696969696968,1.101010101010101,4.252525252525253,0,0
6,xF,0.33636363636363636,0.5,-0.16363636363636364,1.121212121212121,4.303030303030303,0,0
7,xF,0.3424242424242424,0.5,-0.1575757575757576,1.1414141414141414,4.353535353535354,0,0
8,xF,0.3484848484848485,0.5,-0.1515151515151515,1.1616161616161615,4.404040404040404,0,0
9,xF,0.35454545454545455,0.5,-0.14545454545454545,1.1818181818181819,4.454545454545454,0,0
10,xF,0.3606060606060606,0.5,-0.1393939393939394,1.202020202020202,4.505050505050505,0,0
11,xF,0.3666666666666667,0.5,-0.1333333333333333,1.2222222222222223,4.555555555555555,0,0
12,xF,0.37272727272727274,0.5,-0.12727272727272726,1.2424242424242424,4.606060606060606,0,0
13,xF,0.3787878787878788,0.5,-0.12121212121212122,1.2626262626262625,4.656565656565657,0,0
14,xF,0.3848484848484849,0.5,-0.11515151515151512,1.2828282828282829,4.707070707070707,0,0
15,xF,0.39090909090909093,0.5,-0.10909090909090907,1.303030303030303,4.757575757575758,0,0
16,xF,0.396969696969697,0.5,-0.10303030303030303,1.3232323232323233,4.808080808080808,0,0
17,xF,0.403030303030303,0.5,-0.09696969696969698,1.3434343434343434,4.858585858585858,0,0
18,xF,0.40909090909090906,0.5,-0.09090909090909094,1.3636363636363638,4.909090909090909,0,0
19,xF,0.41515151515151516,0.5,-0.08484848484848484,1.3838383838383839,4.959595959595959,0,0
20,xF,0.4212121212121212,0.5,-0.0787878787878788,1.404040404040404,5.01010101010101,0,0
21,xF,0.42727272727272725,0.5,-0.07272727272727275,1.4242424242424243,5.0606060606060606,0,0
22,xF,0.43333333333333335,0.5,-0.06666666666666665,1.4444444444444444,5.111111111111111,0,0
23,xF,0.4393939393939394,0.5,-0.06060606060606061,1.4646464646464648,5.161616161616162,0,0
24,xF,0.44545454545454544,0.5,-0.054545454545454564,1.4848484848484849,5.212121212121212,0,0
25,xF,0.45151515151515154,0.5,-0.048484848484848464,1.5050505050505052,5.262626262626263,0,0
26,xF,0.4575757575757576,0.5,-0.04242424242424242,1.5252525252525253,5.313131313131313,0,0
27,xF,0.4636363636363636,0.5,-0.036363636363636376,1.5454545454545454,5.363636363636363,0,0
28,xF,0.4696969696969697,0.5,-0.030303030303030276,1.5656565656565657,5.414141414141414,0,0
29,xF,0.47575757575757577,0.5,-0.024242424242424232,1.5858585858585859,5.4646464646464645,0,0
30,xF,0.4818181818181818,0.5,-0.018181818181818188,1.606060606060606,5.515151515151516,0,0
31,xF,0.4878787878787879,0.5,-0.012121212121212088,1.6262626262626263,5.565656565656566,0,0
32,xF,0.49393939393939396,0.5,-0.006060606060606044,1.6464646464646466,5.616161616161616,0,0
33,xF,0.5,0.5,0.0,1.6666666666666667,5.666666666666667,0,0
34,xF,0.5060606060606061,0.5,0.0060606060606061,1.6868686868686869,5.717171717171717,0,0
35,xF,0.5121212121212122,0.5,0.0121212121212122,1.7070707070707072,5.767676767676768,0,0
36,xF,0.5181818181818182,0.5,0.018181818181818188,1.7272727272727273,5.818181818181818,0,0
37,xF,0.5242424242424243,0.5,0.024242424242424288,1.7474747474747474,5.8686868686868685,0,0
38,xF,0.5303030303030303,0.5,0.030303030303030276,1.7676767676767677,5.919191919191919,0,0
39,xF,0.5363636363636364,0.5,0.036363636363636376,1.787878787878788,5.96969696969697,0,0
40,xF,0.5424242424242425,0.5,0.042424242424242475,1.8080808080808082,6.020202020202021,0,0
41,xF,0.5484848484848486,0.5,0.048484848484848575,1.8282828282828283,6.070707070707071,0,0
42,xF,0.5545454545454546,0.5,0.054545454545454564,1.8484848484848486,6.121212121212121,0,0
43,xF,0.5606060606060606,0.5,0.06060606060606055,1.8686868686868687,6.171717171717171,0,0
44,xF,0.5666666666666667,0.5,0.06666666666666665,1.8888888888888888,6.222222222222222,0,0
45,xF,0.5727272727272728,0.5,0.07272727272727275,1.9090909090909092,6.2727272727272725,0,0
46,xF,0.5787878787878789,0.5,0.07878787878787885,1.9292929292929295,6.3232323232323235,0,0
47,xF,0.584848484848485,0.5,0.08484848484848495,1.9494949494949496,6.373737373737374,0,0
48,xF,0.5909090909090909,0.5,0.09090909090909094,1.9696969696969697,6.424242424242424,0,0
49,xF,0.5969696969696969,0.5,0.09696969696969693,1.98989898989899,6.474747474747475,0,0
50,xF,0.603030303030303,0.5,0.10303030303030303,2.0101010101010104,6.525252525252525,0,0
51,xF,0.6090909090909091,0.5,0.10909090909090913,2.0303030303030303,6.575757575757576,0,0
52,xF,0.6151515151515152,0.5,0.11515151515151523,2.0505050505050506,6.626262626262626,0,0
53,xF,0.6212121212121213,0.5,0.12121212121212133,2.070707070707071,6.6767676767676765,0,0
54,xF,0.6272727272727273,0.5,0.12727272727272732,2.090909090909091,6.727272727272727,0,0
55,xF,0.6333333333333333,0.5,0.1333333333333333,2.111111111111111,6.777777777777778,0,0
56,xF,0.6393939393939394,0.5,0.1393939393939394,2.1313131313131315,6.828282828282829,0,0
57,xF,0.6454545454545455,0.5,0.1454545454545455,2.1515151515151514,6.878787878787879,0,0
58,xF,0.6515151515151516,0.5,0.1515151515151516,2.1717171717171717,6.929292929292929,0,0
59,xF,0.6575757575757576,0.5,0.1575757575757576,2.191919191919192,6.979797979797979,0,0
60,xF,0.6636363636363637,0.5,0.1636363636363637,2.212121212121212,7.03030303030303,0,0
61,xF,0.6696969696969697,0.5,0.16969696969696968,2.2323232323232327,7.080808080808081,0,0
62,xF,0.6757575757575758,0.5,0.17575757575757578,2.2525252525252526,7.1313131313131315,0,0
63,xF,0.6818181818181819,0.5,0.18181818181818188,2.272727272727273,7.181818181818182,0,0
64,xF,0.687878787878788,0.5,0.18787878787878798,2.2929292929292933,7.232323232323232,0,0
65,xF,0.693939393939394,0.5,0.19393939393939397,2.313131313131313,7.282828282828283,0,0
66,xF,0.7000000000000001,0.5,0.20000000000000007,2.3333333333333335,7.333333333333334,0,0
67,xF,0.706060606060606,0.5,0.20606060606060606,2.353535353535354,7.383838383838384,0,0
68,xF,0.7121212121212122,0.5,0.21212121212121215,2.3737373737373737,7.434343434343434,0,0
69,xF,0.7181818181818183,0.5,0.21818181818181825,2.393939393939394,7.484848484848484,0,0
70,xF,0.7242424242424244,0.5,0.22424242424242435,2.4141414141414144,7.5353535353535355,0,0
71,xF,0.7303030303030303,0.5,0.23030303030303034,2.4343434343434343,7.585858585858586,0,0
