,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,0.004752338786754664,0.0068,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,0.006734237288781731,0.008,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,0.009350775253911705,0.0094,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,0.011283255820027493,0.011,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,0.015004130299989269,0.01,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.018857436963072974,0.0117,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.018889164542065295,0.0171,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,0.014098624099052274,0.0234,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.00026837798432214976,0.0156,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.000778138860033206,0.0101,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.0017773146970017494,0.0084,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.004000950276320106,0.0074,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.009290570197169341,0.0083,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.021745059255757863,0.0104,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.04865324060929132,0.0137,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,0.10424956435517879,0.0203,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.21779422889474553,0.0343,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,0.0029703881215381524,0.0104,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,0.004779801744976358,0.0087,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,0.00665126689773969,0.0084,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,0.00908957781040409,0.0089,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,0.012311553382045908,0.0102,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.016585960818705458,0.0102,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.0256627531976651,0.0138,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,0.04724759391990175,0.0151,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,0.22993461699607262,0.0327,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,0.004636174726657851,0.0071,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,0.006592288922599488,0.0084,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,0.008511559090168494,0.01,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,0.010595169263040986,0.0118,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,0.01314769378520448,0.0109,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,0.01591743060282449,0.013,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,0.015081724063897193,0.019,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,0.010565024900797365,0.0247,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,0.0002741157215158233,0.0159,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,0.0007546533398626066,0.0104,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,0.001773098490573661,0.0088,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,0.003988928725673979,0.0079,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,0.00911381577805111,0.0089,x
39,pi-,4.59,0.06247,0.25,0.38,0.45,0.02105859042645662,0.0113,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,0.04759638673656479,0.0153,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,0.10195918393776185,0.0232,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,0.21297722766995397,0.0411,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,0.002713815842467164,0.0112,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,0.0043645412203009385,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,0.006057997434733622,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,0.00827843138870707,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,0.010432547709620201,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,0.014704498406989876,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,0.02163655973858155,0.0149,phT
50,pi-,3.42,0.036,0.38,0.4,1.042,0.039652894765697104,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,0.19421627574192585,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,0.14727928180362226,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,0.20640844730257246,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,0.2549328975530504,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,0.306145149406411,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,0.33459405993789704,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,0.33629228413789314,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,0.3195127204149284,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,0.2407177767748455,0.0868,z
