,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.009719966257138828,0.00875557,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.017860795507677028,0.007397973,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.02704414120247378,0.008782369,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.039086033736748904,0.007749194,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.039086033736748904,0.007749194,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.0584071623733066,0.007595393,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.09541678914329904,0.007640026,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.22465729742540264,0.009352005,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.022036713909495416,0.005491812,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.03406730600720581,0.006020797,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.04600780037272036,0.007340981,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.057685075160318414,0.00813941,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.0683564560935055,0.011552056,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.0683564560935055,0.011552056,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.07724361186844265,0.012384668,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.08283400787092533,0.015425304,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.08317125306831769,0.021260292,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.07826926296983659,0.023052115,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.07154953089336313,0.021890866,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.013855248181369658,0.006911584,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.026866901110960763,0.00741485,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.033926597594962284,0.008372574,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.03888170819790712,0.009291394,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.03888170819790712,0.009291394,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.0470174716839647,0.009700515,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.06523092524021347,0.012816006,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.12005067306960834,0.010870603,phT
27,pi0,1.3,0.036,0.712,0.325,0.492,0.009611713273412165,0.036200829,x
28,pi0,1.72,0.056,0.597,0.352,0.406,0.01760136158763939,0.031942761,x
29,pi0,2.14,0.074,0.558,0.366,0.374,0.026955115764891825,0.035141144,x
30,pi0,2.58,0.093,0.538,0.372,0.353,0.038285138620431036,0.030734996,x
31,pi0,2.58,0.093,0.538,0.372,0.353,0.038285138620431036,0.030734996,x
32,pi0,3.19,0.118,0.522,0.378,0.338,0.05629901943094124,0.031110288,x
33,pi0,4.1,0.156,0.507,0.38,0.323,0.08828411230765303,0.02973096,x
34,pi0,6.14,0.249,0.479,0.386,0.326,0.20796894271372932,0.033160217,x
35,pi0,2.45,0.078,0.648,0.229,0.337,0.01770063651863426,0.034340646,z
36,pi0,2.49,0.085,0.609,0.289,0.372,0.028527699929818046,0.031331294,z
37,pi0,2.52,0.09,0.581,0.348,0.401,0.040283033271685295,0.030972569,z
38,pi0,2.53,0.095,0.558,0.413,0.427,0.054111291695630066,0.030304125,z
39,pi0,2.55,0.099,0.537,0.483,0.45,0.06779746041603733,0.031590505,z
40,pi0,2.55,0.099,0.537,0.483,0.45,0.06779746041603733,0.031590505,z
41,pi0,2.57,0.102,0.517,0.557,0.469,0.07933787278756352,0.032557641,z
42,pi0,2.59,0.106,0.496,0.645,0.483,0.09012149192613199,0.03246244,z
43,pi0,2.61,0.112,0.472,0.728,0.494,0.10169359652008965,0.043488504,z
44,pi0,2.66,0.116,0.457,0.796,0.488,0.10437254998913036,0.043887698,z
45,pi0,2.56,0.121,0.418,0.908,0.478,0.10452000145977042,0.049152213,z
46,pi0,2.82,0.114,0.481,0.338,0.111,0.014819442508051318,0.032318725,phT
47,pi0,2.69,0.103,0.529,0.34,0.211,0.024187761875183438,0.03242607,phT
48,pi0,2.59,0.095,0.563,0.343,0.28,0.02870037369013747,0.03375574,phT
49,pi0,2.49,0.088,0.591,0.347,0.345,0.032114056332641965,0.033147096,phT
50,pi0,2.49,0.088,0.591,0.347,0.345,0.032114056332641965,0.033147096,phT
51,pi0,2.39,0.081,0.624,0.353,0.446,0.038664833259044726,0.027658814,phT
52,pi0,2.3,0.074,0.652,0.371,0.595,0.051869239754039544,0.027647966,phT
53,pi0,2.27,0.071,0.675,0.428,0.849,0.10605666863821397,0.026956446,phT
54,pi-,1.29,0.036,0.704,0.33,0.481,0.009440960931697903,0.009343447,x
55,pi-,1.64,0.056,0.568,0.35,0.402,0.017308288228238978,0.008102469,x
56,pi-,1.98,0.074,0.515,0.359,0.369,0.02615327472843493,0.009908078,x
57,pi-,2.33,0.093,0.487,0.366,0.354,0.03799102725086316,0.008736704,x
58,pi-,2.33,0.093,0.487,0.366,0.354,0.03799102725086316,0.008736704,x
59,pi-,2.86,0.118,0.468,0.369,0.348,0.057367990690891976,0.009027181,x
60,pi-,3.66,0.156,0.454,0.369,0.342,0.09265817410508588,0.009166242,x
61,pi-,5.66,0.253,0.434,0.364,0.349,0.2232087517095613,0.011081967,x
62,pi-,2.39,0.084,0.598,0.229,0.35,0.02109781153374649,0.00659242,z
63,pi-,2.38,0.091,0.559,0.289,0.379,0.03296907936468862,0.008381527,z
64,pi-,2.36,0.094,0.536,0.348,0.403,0.04382737544612704,0.009091755,z
65,pi-,2.37,0.097,0.521,0.413,0.422,0.05530499937991004,0.011759252,z
66,pi-,2.35,0.098,0.509,0.483,0.437,0.06395893309823295,0.014035669,z
67,pi-,2.35,0.098,0.509,0.483,0.437,0.06395893309823295,0.014035669,z
68,pi-,2.31,0.098,0.498,0.558,0.449,0.06952452838973225,0.016414628,z
69,pi-,2.27,0.099,0.479,0.646,0.438,0.06968250103563887,0.019524344,z
70,pi-,2.19,0.099,0.452,0.729,0.416,0.06468613301742371,0.023210558,z
71,pi-,2.15,0.101,0.432,0.798,0.389,0.06062263787008779,0.027815284,z
72,pi-,2.08,0.104,0.399,0.906,0.338,0.052102564622910276,0.029516944,z
73,pi-,2.48,0.107,0.462,0.337,0.11,0.013079097885346103,0.008570298,phT
74,pi-,2.47,0.103,0.492,0.345,0.211,0.024434402148423344,0.009304837,phT
75,pi-,2.43,0.098,0.52,0.35,0.28,0.030784077381519708,0.010742439,phT
76,pi-,2.36,0.092,0.546,0.349,0.345,0.03492745146411198,0.009613532,phT
77,pi-,2.36,0.092,0.546,0.349,0.345,0.03492745146411198,0.009613532,phT
78,pi-,2.3,0.086,0.576,0.347,0.446,0.04248954791638995,0.006935416,phT
79,pi-,2.28,0.081,0.606,0.359,0.594,0.059232002907490706,0.009228218,phT
80,pi-,2.26,0.076,0.643,0.409,0.846,0.11473856958324523,0.0109252,phT
81,k+,1.29,0.036,0.704,0.363,0.527,0.011601672517047081,0.02832137,x
82,k+,1.65,0.056,0.571,0.384,0.436,0.020546742093187454,0.024942534,x
83,k+,2.01,0.074,0.524,0.392,0.398,0.03052224128002332,0.02804015,x
84,k+,2.39,0.093,0.498,0.401,0.378,0.04372688402039799,0.022138202,x
85,k+,2.39,0.093,0.498,0.401,0.378,0.04372688402039799,0.022138202,x
86,k+,2.93,0.118,0.479,0.404,0.366,0.06468537582501067,0.021600231,x
87,k+,3.79,0.157,0.468,0.408,0.358,0.10563218148624808,0.019670282,x
88,k+,5.86,0.252,0.451,0.41,0.357,0.24596148615245492,0.021060864,x
89,k+,2.46,0.085,0.603,0.228,0.351,0.021531885423549037,0.017110523,z
90,k+,2.49,0.092,0.569,0.287,0.378,0.03331565946375543,0.017637744,z
91,k+,2.53,0.097,0.548,0.347,0.403,0.046268837707353544,0.020341583,z
92,k+,2.56,0.101,0.532,0.412,0.425,0.05993552480634001,0.020392401,z
93,k+,2.55,0.102,0.522,0.482,0.458,0.07323064657428432,0.02009602,z
94,k+,2.55,0.102,0.522,0.482,0.458,0.07323064657428432,0.02009602,z
95,k+,2.54,0.104,0.515,0.556,0.484,0.08587833674797185,0.021414948,z
96,k+,2.61,0.108,0.5,0.645,0.506,0.09962807518098278,0.023525518,z
97,k+,2.63,0.112,0.474,0.727,0.506,0.1052336550257811,0.035631587,z
98,k+,2.62,0.116,0.448,0.796,0.501,0.10823089115145733,0.03672397,z
99,k+,2.47,0.119,0.411,0.903,0.469,0.09917556751684546,0.041538055,z
100,k+,2.68,0.113,0.468,0.362,0.111,0.015264265747865652,0.024407581,phT
101,k+,2.66,0.109,0.495,0.372,0.211,0.028433509542832067,0.026335148,phT
102,k+,2.66,0.106,0.517,0.377,0.28,0.037253396400234326,0.025358431,phT
103,k+,2.56,0.099,0.54,0.381,0.345,0.04233043519958052,0.021702074,phT
104,k+,2.56,0.099,0.54,0.381,0.345,0.04233043519958052,0.021702074,phT
105,k+,2.49,0.093,0.565,0.387,0.447,0.0531089277949284,0.016497576,phT
106,k+,2.41,0.087,0.593,0.402,0.597,0.07408589554925041,0.022910696,phT
107,k+,2.29,0.076,0.642,0.451,0.867,0.13049879916887053,0.019251234,phT
108,k-,1.3,0.036,0.711,0.338,0.503,0.010244649596400798,0.029106185,x
109,k-,1.67,0.056,0.578,0.355,0.417,0.018328151747417414,0.027266096,x
110,k-,2.04,0.074,0.533,0.361,0.381,0.0273139283695857,0.034808332,x
111,k-,2.44,0.093,0.51,0.367,0.367,0.03977188893860943,0.030245165,x
112,k-,2.44,0.093,0.51,0.367,0.367,0.03977188893860943,0.030245165,x
113,k-,3.01,0.118,0.493,0.366,0.362,0.05983845227071071,0.033106193,x
114,k-,3.89,0.157,0.48,0.365,0.356,0.09762944338866802,0.034532304,x
115,k-,5.82,0.251,0.451,0.363,0.364,0.23114136110062722,0.049004592,x
116,k-,2.41,0.082,0.616,0.227,0.362,0.020817469265499332,0.022692069,z
117,k-,2.41,0.087,0.582,0.287,0.389,0.031191601825868262,0.023749737,z
118,k-,2.4,0.091,0.557,0.347,0.419,0.04335462659362353,0.026084862,z
119,k-,2.37,0.092,0.542,0.411,0.44,0.053013582643280335,0.028584786,z
120,k-,2.29,0.091,0.534,0.482,0.46,0.06003257732863443,0.033593154,z
121,k-,2.29,0.091,0.534,0.482,0.46,0.06003257732863443,0.033593154,z
122,k-,2.34,0.093,0.531,0.556,0.465,0.06638698660444994,0.043291685,z
123,k-,2.33,0.094,0.52,0.642,0.493,0.07479176449303436,0.05328649,z
124,k-,2.28,0.093,0.506,0.726,0.5,0.07413588478296383,0.089304199,z
125,k-,2.3,0.096,0.482,0.793,0.464,0.06949259771208742,0.138790814,z
