,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,0.0032518578109770185,0.0068,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,0.004636349032273917,0.008,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,0.006477455365671826,0.0094,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,0.007840213411762388,0.011,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,0.010490151157441492,0.01,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.013265898210432078,0.0117,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.013288218042878013,0.0171,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,0.009887545308856409,0.0234,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.00016748788248886038,0.0156,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.0004916077651276994,0.0101,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.001142642769614742,0.0084,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.0026439747373403493,0.0074,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.006409491957536663,0.0083,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.0161077678679577,0.0104,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.040712711621166416,0.0137,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,0.10708915036953598,0.0203,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.34870710447329545,0.0343,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,0.002070354355973687,0.0104,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,0.003321263502686195,0.0087,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,0.004607455883110479,0.0084,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,0.006296519054402834,0.0089,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,0.008528441262763496,0.0102,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.011454132403564776,0.0102,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.017722492907046663,0.0138,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,0.03252875224826482,0.0151,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,0.15781911320672382,0.0327,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,0.0031626726761219966,0.0071,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,0.004524717527787172,0.0084,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,0.005859989343794569,0.01,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,0.007316939482950217,0.0118,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,0.009107651220636111,0.0109,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,0.011060287463442228,0.013,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,0.010479593582234157,0.019,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,0.007318588606169119,0.0247,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,0.00017106053176153157,0.0159,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,0.00047674179879518536,0.0104,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,0.0011398637768127223,0.0088,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,0.00263571127086327,0.0079,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,0.006286971062986373,0.0089,x
39,pi-,4.59,0.06247,0.25,0.38,0.45,0.015595336043150321,0.0113,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,0.03981528401908937,0.0153,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,0.10466277467963905,0.0232,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,0.34099467537053374,0.0411,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,0.0018799105435541813,0.0112,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,0.0030141173951021686,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,0.004170775299354834,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,0.005699486922107188,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,0.007160537415065345,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,0.010092655595135825,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,0.01480513468119661,0.0149,phT
50,pi-,3.42,0.036,0.38,0.4,1.042,0.02705012951378058,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,0.13208446727256562,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,0.7395795992911911,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,0.7781934602838951,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,0.8194392445176952,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,0.8458685844483864,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,0.7300380996551163,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,0.5654920134301438,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,0.4570662219568394,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,0.31862674415655057,0.0868,z
