,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,-0.0026742513,0.006545797,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,-0.0070752194,0.00485612,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,-0.0041407156,0.0055412925,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,-0.009893372,0.010558739,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,-0.0043999227,0.011620424,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.012147376,0.011667769,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.011640265,0.011587896,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,-0.0004825152,0.011276154,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.0011420912,0.011071201,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.0009927074,0.007245787,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.004218795,0.0064827595,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.010788768,0.00630242,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.0036420093,0.005401451,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.020966677,0.00904011,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.03071582,0.020140996,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,-0.011404486,0.02791315,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.009250615,0.036369994,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,-0.0023466947,0.0036493419,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,-0.004840013,0.00499594,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,-0.0026604144,0.0040151346,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,-0.003497599,0.00525932,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,-0.0042199725,0.0066947713,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.011205002,0.008139064,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.015758071,0.011068143,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,-0.016055692,0.018713871,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,-0.011881326,0.040119752,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,-0.000120689474,0.0053997226,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,-0.008861044,0.0042462065,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,-0.013264592,0.0055261194,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,-0.0024119604,0.0060088374,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,-0.013378705,0.0102093145,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,-0.013459572,0.013988008,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,-0.01197767,0.013571156,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,-0.009743222,0.008599855,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,0.0029835126,0.010579164,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,-0.004681943,0.0064523635,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,-0.0155040445,0.0056358445,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,-0.009722509,0.0080293715,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,-0.006989498,0.005431378,x
39,pi-,4.59,0.06247,0.25,0.38,0.45,-0.0025111355,0.009206332,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,-0.0045849066,0.012952904,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,-0.020221742,0.029072624,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,-0.035187133,0.036776494,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,-0.0031883158,0.0023364578,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,-0.00090086326,0.0027569793,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,-0.009742675,0.004198959,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,-0.012773158,0.005494359,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,-0.011525321,0.005388834,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,-0.014701011,0.0070884414,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,-0.013191713,0.014336648,phT
