,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.29,0.036,0.702,0.336,0.486,0.006673379186507179,0.00875557,x
1,pi+,1.64,0.056,0.567,0.356,0.408,0.01865737450440081,0.007397973,x
2,pi+,1.98,0.074,0.516,0.366,0.375,0.028762992249676864,0.008782369,x
3,pi+,2.34,0.093,0.489,0.374,0.358,0.037156891119868,0.007749194,x
4,pi+,2.34,0.093,0.489,0.374,0.358,0.037156891119868,0.007749194,x
5,pi+,2.87,0.118,0.469,0.379,0.348,0.04300211354072856,0.007595393,x
6,pi+,3.69,0.157,0.456,0.379,0.342,0.04066761984913709,0.007640026,x
7,pi+,5.71,0.254,0.437,0.375,0.343,0.014849127422972374,0.009352005,x
8,pi+,2.44,0.087,0.594,0.229,0.344,0.023190438786506035,0.005491812,z
9,pi+,2.46,0.094,0.556,0.289,0.371,0.03263032086836397,0.006020797,z
10,pi+,2.45,0.098,0.533,0.349,0.394,0.04134120991212712,0.007340981,z
11,pi+,2.45,0.1,0.52,0.413,0.418,0.04848688825239813,0.00813941,z
12,pi+,2.44,0.101,0.508,0.483,0.441,0.05337592555949501,0.011552056,z
13,pi+,2.44,0.101,0.508,0.483,0.441,0.05337592555949501,0.011552056,z
14,pi+,2.43,0.102,0.499,0.558,0.46,0.05685284482466683,0.012384668,z
15,pi+,2.41,0.104,0.481,0.647,0.466,0.060215693108736805,0.015425304,z
16,pi+,2.41,0.107,0.457,0.729,0.453,0.06208656770270319,0.021260292,z
17,pi+,2.35,0.108,0.434,0.798,0.433,0.061018164559309744,0.023052115,z
18,pi+,2.31,0.116,0.394,0.916,0.376,0.05410004909835105,0.021890866,z
19,pi+,2.56,0.11,0.46,0.341,0.11,0.012351507161630124,0.006911584,phT
20,pi+,2.56,0.108,0.489,0.35,0.211,0.023831946373214778,0.00741485,phT
21,pi+,2.52,0.103,0.514,0.354,0.28,0.030829880872236325,0.008372574,phT
22,pi+,2.46,0.097,0.54,0.355,0.345,0.03621205541759081,0.009291394,phT
23,pi+,2.46,0.097,0.54,0.355,0.345,0.03621205541759081,0.009291394,phT
24,pi+,2.39,0.09,0.57,0.356,0.446,0.04355554916760799,0.009700515,phT
25,pi+,2.34,0.084,0.601,0.373,0.594,0.05512662822711696,0.012816006,phT
26,pi+,2.3,0.076,0.642,0.429,0.849,0.07366952388130991,0.010870603,phT
27,pi0,1.3,0.036,0.712,0.325,0.492,0.002109523512231334,0.036200829,x
