,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.24,0.0065,0.65,0.285,0.54,-0.004555496744016562,0.0117,x
1,pi+,1.47,0.0106,0.47,0.321,0.52,-0.0039609188121676854,0.0074,x
2,pi+,1.72,0.0164,0.36,0.347,0.51,-0.0026665765409840453,0.0061,x
3,pi+,2.05,0.0257,0.27,0.363,0.49,0.0008419050112429806,0.0053,x
4,pi+,2.71,0.0399,0.23,0.37,0.48,0.009131348036336617,0.0055,x
5,pi+,4.22,0.0628,0.23,0.367,0.48,0.026981903630877994,0.0063,x
6,pi+,6.68,0.1009,0.22,0.365,0.48,0.05224995189420252,0.0075,x
7,pi+,10.54,0.1621,0.22,0.362,0.48,0.054270948885029466,0.0096,x
8,pi+,21.02,0.2881,0.24,0.361,0.52,0.012044151472651057,0.0126,x
9,pi+,3.75,0.0467,0.33,0.223,0.45,0.008320093595656115,0.0044,z
10,pi+,3.75,0.0483,0.32,0.274,0.47,0.011451849904546717,0.0053,z
11,pi+,3.72,0.0498,0.31,0.324,0.5,0.015457211816647897,0.0063,z
12,pi+,3.68,0.0511,0.29,0.374,0.52,0.01917723331411256,0.0074,z
13,pi+,3.58,0.0527,0.27,0.445,0.54,0.023299844317259764,0.0067,z
14,pi+,3.4,0.0545,0.24,0.565,0.57,0.02800354559280429,0.0077,z
15,pi+,3.1,0.0548,0.21,0.716,0.56,0.03135790939844336,0.0113,z
16,pi+,2.71,0.0527,0.19,0.878,0.47,0.026421343846410976,0.0152,z
17,pi+,3.57,0.052,0.28,0.346,0.15,0.005413030468780175,0.0072,phT
18,pi+,3.52,0.051,0.28,0.344,0.25,0.00858940342224362,0.006,phT
19,pi+,3.48,0.0497,0.29,0.344,0.35,0.011319396702773564,0.0056,phT
20,pi+,3.55,0.0495,0.3,0.344,0.45,0.014432433758426937,0.0059,phT
21,pi+,3.62,0.0493,0.3,0.35,0.55,0.01774770655449462,0.0066,phT
22,pi+,3.71,0.0489,0.31,0.363,0.67,0.02186289409221018,0.0066,phT
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.027580339465220628,0.0087,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.03631774450377307,0.0091,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.058723712047811565,0.0186,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,-0.004968377840367256,0.0115,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,-0.004853860091277686,0.0075,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,-0.00469970330898528,0.0063,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,-0.004510072637053266,0.0054,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,-0.003610943538633536,0.0057,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.00015529600918175304,0.0068,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,0.008059449492170745,0.0083,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.01158865479706502,0.0109,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.0005536596630729552,0.0147,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.00044338850836107065,0.0045,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,-4.341661544045831e-05,0.0054,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,-0.0014047247677121543,0.0065,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,-0.0031688120274574335,0.0078,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,-0.005228819934326118,0.0071,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,-0.008071570230928629,0.0086,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,-0.01698855616244005,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,-0.023470988357890184,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,-0.000577709628935334,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,-0.0010119419614107112,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,-0.001516226277628141,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,-0.0018820813966163447,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,-0.0023701028024521345,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,-0.003363462456272443,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,-0.0049914607453374156,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,-0.00777260852356767,0.0096,phT
