,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.24,0.0065,0.65,0.285,0.54,0.00016902070098946963,0.0117,x
1,pi+,1.47,0.0106,0.47,0.321,0.52,0.0004842879461408674,0.0074,x
2,pi+,1.72,0.0164,0.36,0.347,0.51,0.001225510139038814,0.0061,x
3,pi+,2.05,0.0257,0.27,0.363,0.49,0.003017131298609761,0.0053,x
4,pi+,2.71,0.0399,0.23,0.37,0.48,0.007343032285011744,0.0055,x
5,pi+,4.22,0.0628,0.23,0.367,0.48,0.018557946682595215,0.0063,x
6,pi+,6.68,0.1009,0.22,0.365,0.48,0.048971157588254266,0.0075,x
7,pi+,10.54,0.1621,0.22,0.362,0.48,0.12879598910871867,0.0096,x
8,pi+,21.02,0.2881,0.24,0.361,0.52,0.46314872112308453,0.0126,x
9,pi+,3.75,0.0467,0.33,0.223,0.45,0.006269015611284571,0.0044,z
10,pi+,3.75,0.0483,0.32,0.274,0.47,0.00848400534524556,0.0053,z
11,pi+,3.72,0.0498,0.31,0.324,0.5,0.011158195669256642,0.0063,z
12,pi+,3.68,0.0511,0.29,0.374,0.52,0.01367003799916642,0.0074,z
13,pi+,3.58,0.0527,0.27,0.445,0.54,0.01680137649416694,0.0067,z
14,pi+,3.4,0.0545,0.24,0.565,0.57,0.02066200880927658,0.0077,z
15,pi+,3.1,0.0548,0.21,0.716,0.56,0.019943639853775345,0.0113,z
16,pi+,2.71,0.0527,0.19,0.878,0.47,0.013630085696526115,0.0152,z
17,pi+,3.57,0.052,0.28,0.346,0.15,0.003324581618720026,0.0072,phT
18,pi+,3.52,0.051,0.28,0.344,0.25,0.005440283872784869,0.006,phT
19,pi+,3.48,0.0497,0.29,0.344,0.35,0.00749849273483094,0.0056,phT
20,pi+,3.55,0.0495,0.3,0.344,0.45,0.010051097492374214,0.0059,phT
21,pi+,3.62,0.0493,0.3,0.35,0.55,0.013127125106483029,0.0066,phT
22,pi+,3.71,0.0489,0.31,0.363,0.67,0.017722128951948364,0.0066,phT
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.02585329817045601,0.0087,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.044900864781144675,0.0091,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.17934175597190535,0.0186,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,0.00016371447693525103,0.0115,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,0.00048313987135433135,0.0075,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,0.0011867801698349286,0.0063,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,0.0029903421953707374,0.0054,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,0.007243844771699349,0.0057,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.018241235654832124,0.0068,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,0.047734761154063325,0.0083,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.1254417350088584,0.0109,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.4352303187671211,0.0147,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.005729641119526743,0.0045,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,0.007781481708601403,0.0054,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,0.009798006424220247,0.0065,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,0.011744736500706553,0.0078,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,0.014332212926862601,0.0071,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,0.016369648800070552,0.0086,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,0.0147538406223273,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,0.00979230377251353,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,0.0029054767172330544,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.004741478425933939,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,0.0064868690486254215,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,0.008730877559481265,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,0.01140087665584782,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,0.015314363381009471,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,0.022053231010226645,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,0.03727917668899576,0.0096,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,0.13808736149185596,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,0.00022070124132226912,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,0.0005911462419946872,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,0.0014846618113797784,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,0.00374112263575796,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,0.009677405798545625,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.024488218518569336,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.0643413655235274,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.16933925294507066,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,0.6652053170654124,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,0.0030626319059328367,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,0.004634114108417771,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,0.006442679248190434,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,0.008292052157354828,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,0.010415169253439457,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,0.012896757891112593,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,0.01628238959416377,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,0.01290536414321241,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,0.0017122110580158189,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,0.0029972783533051676,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,0.004239776980846639,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,0.005641911011250753,0.0207,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,0.007336450612877558,0.0218,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,0.009836650466068676,0.0201,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,0.014020311578090474,0.0247,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,0.02454527284696396,0.0231,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,0.09291247022046654,0.0409,phT
78,k+,4.51,0.0324,0.5,0.225,0.55,0.0037927592562790008,0.0155,z
79,k+,4.49,0.0372,0.45,0.275,0.56,0.006215644540977683,0.0156,z
80,k+,4.46,0.0417,0.4,0.324,0.57,0.009235189421113553,0.0164,z
81,k+,4.36,0.0454,0.36,0.374,0.57,0.012180325361908422,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.016680233974261004,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.023406489314021898,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.030808036798085525,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.02901458192107302,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.00022268803211434798,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.0006294921662948722,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.0015618405411626953,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.0040333106374159065,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.010368036507264977,0.0151,x
