,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
0,x1,0.1,0.61,0.5,1.22,4.8,0.0165726026969046,0.126
1,x1,0.16,0.47,0.31,1.25,5.26,0.044519420346910796,0.12
2,x1,0.25,0.4,0.15,1.23,5.98,0.10915975171715799,0.117
3,x2,0.21,0.31,0.1,1.36,4.99,0.08451660357858451,0.118
4,x2,0.16,0.48,0.31,1.23,5.35,0.043807109621360224,0.12
5,x2,0.13,0.69,0.56,1.12,5.68,0.026062548385012933,0.124
6,xF,0.23,0.32,0.09,1.33,5.26,0.09954744314644565,0.12
7,xF,0.16,0.47,0.31,1.26,5.33,0.04487557570968608,0.12
8,xF,0.12,0.68,0.56,1.13,5.43,0.02231417271297051,0.123
9,QT,0.17,0.52,0.35,0.66,5.32,0.02661438689670114,0.12
10,QT,0.17,0.5,0.33,1.13,5.33,0.045567056353442874,0.124
11,QT,0.17,0.46,0.29,1.97,5.37,0.07943991240378977,0.118
12,QM,0.13,0.44,0.31,1.23,4.51,0.02862226295854099,0.122
13,QM,0.16,0.48,0.32,1.23,5.08,0.043807109621360224,0.125
14,QM,0.22,0.56,0.34,1.25,6.43,0.08543318360540683,0.116
