,hadron,Q2,x,y,z,phT,Asym,dAsym,1D_dependence
0,pi+,1.122807018,0.00279,0.677647059,0.343478261,0.446575342,0.6715494907087949,0.019565,x
1,pi+,1.473684211,0.01706,0.503529412,0.360869565,0.397260274,1.0900933858840922,0.01304,x
2,pi+,2.526315789,0.11312,0.470588235,0.365217391,0.37260274,0.6969919581188113,0.01304,x
3,pi+,4.596491228,0.88395,0.456470588,0.356521739,0.356164384,-0.08018411792045188,0.021425,x
4,pi+,2.0,0.104255319,0.38169,0.369565217,0.356164384,0.783799027870192,0.016875,y
5,pi+,2.315789474,0.085106383,0.49384,0.365217391,0.397260274,0.695396531403274,0.01219,y
6,pi+,2.526315789,0.074468085,0.61544,0.356521739,0.421917808,0.6087925362993662,0.01219,y
7,pi+,2.666666667,0.065957447,0.76339,0.339130435,0.446575342,0.48199423404523223,0.0178125,y
8,pi+,2.310344828,0.089361702,0.128571429,0.2675,0.339726027,0.8246979156216284,0.013045,z
9,pi+,2.344827586,0.091489362,0.126190476,0.345,0.389041096,0.8131918897493426,0.012115,z
10,pi+,2.275862069,0.091489362,0.123809524,0.4475,0.438356164,0.8473769598959459,0.012115,z
11,pi+,2.206896552,0.089361702,0.122619048,0.5475,0.463013699,0.8482704261696207,0.01118,z
12,pi+,2.206896552,0.091489362,0.119047619,0.6675,0.512328767,0.8633892769697695,0.01118,z
13,pi+,2.310344828,0.095744681,0.117857143,0.317391304,0.13858,0.3376237020013872,0.016875,phT
14,pi+,2.310344828,0.093617021,0.122619048,0.334782609,0.27559,0.6088946822645406,0.01125,phT
15,pi+,2.310344828,0.091489362,0.125,0.360869565,0.41732,0.8675928424375886,0.01313,phT
16,pi+,2.275862069,0.085106383,0.132142857,0.395652174,0.57795,1.0473035249262737,0.013125,phT
17,pi+,2.172413793,0.074468085,0.142857143,0.452173913,0.79527,1.1666387376393486,0.015,phT
18,pi-,1.122807018,0.024697829,0.67764706,0.343478261,0.446575342,0.8298549315439099,0.024528302,x
19,pi-,1.473684211,0.070282045,0.50352941,0.360869565,0.397260274,0.8221059790760136,0.017924528,x
