,hadron,Q2,x,y,z,phT,Asym,dAsym,1D_dependence
0,pi+,1.122807018,0.00279,0.677647059,0.343478261,0.446575342,0.6635257313596645,0.019565,x
1,pi+,1.473684211,0.01706,0.503529412,0.360869565,0.397260274,1.091649883988041,0.01304,x
2,pi+,2.526315789,0.11312,0.470588235,0.365217391,0.37260274,0.7229160081564641,0.01304,x
3,pi+,4.596491228,0.88395,0.456470588,0.356521739,0.356164384,-0.05029374662909328,0.021425,x
4,pi+,2.0,0.104255319,0.38169,0.369565217,0.356164384,0.7720214195157286,0.016875,y
5,pi+,2.315789474,0.085106383,0.49384,0.365217391,0.397260274,0.6941374364260054,0.01219,y
6,pi+,2.526315789,0.074468085,0.61544,0.356521739,0.421917808,0.6081306422666217,0.01219,y
7,pi+,2.666666667,0.065957447,0.76339,0.339130435,0.446575342,0.4473224318951781,0.0178125,y
8,pi+,2.310344828,0.089361702,0.128571429,0.2675,0.339726027,0.8129083072536475,0.013045,z
9,pi+,2.344827586,0.091489362,0.126190476,0.345,0.389041096,0.8211377177333586,0.012115,z
10,pi+,2.275862069,0.091489362,0.123809524,0.4475,0.438356164,0.8550478990187591,0.012115,z
11,pi+,2.206896552,0.089361702,0.122619048,0.5475,0.463013699,0.8718270845280729,0.01118,z
12,pi+,2.206896552,0.091489362,0.119047619,0.6675,0.512328767,0.8642022029074369,0.01118,z
13,pi+,2.310344828,0.095744681,0.117857143,0.317391304,0.13858,0.3404161709615721,0.016875,phT
14,pi+,2.310344828,0.093617021,0.122619048,0.334782609,0.27559,0.641359742300821,0.01125,phT
15,pi+,2.310344828,0.091489362,0.125,0.360869565,0.41732,0.8585152462148018,0.01313,phT
16,pi+,2.275862069,0.085106383,0.132142857,0.395652174,0.57795,1.0600693738633984,0.013125,phT
17,pi+,2.172413793,0.074468085,0.142857143,0.452173913,0.79527,1.1456507020826658,0.015,phT
18,pi-,1.122807018,0.024697829,0.67764706,0.343478261,0.446575342,0.8555612555593879,0.024528302,x
19,pi-,1.473684211,0.070282045,0.50352941,0.360869565,0.397260274,0.7971138366532583,0.017924528,x
20,pi-,2.526315789,0.220434628,0.47058824,0.365217391,0.37260274,0.6292206118558842,0.01509434,x
21,pi-,4.596491228,0.725838772,0.45647059,0.356521739,0.356164384,-0.027697675338278233,0.050943396,x
22,pi-,2.0,0.104255319,0.372972973,0.369565217,0.356164384,0.7516214083603179,0.018867925,y
23,pi-,2.315789474,0.085106383,0.521621622,0.365217391,0.397260274,0.6755459234666503,0.01509434,y
24,pi-,2.526315789,0.074468085,0.648648649,0.356521739,0.421917808,0.562405711982369,0.011320755,y
25,pi-,2.666666667,0.065957447,0.772972973,0.339130435,0.446575342,0.4280684885418896,0.022641509,y
26,pi-,2.310344828,0.089361702,0.128571429,0.265,0.339726027,0.6897535462744367,0.014150943,z
27,pi-,2.344827586,0.091489362,0.126190476,0.345,0.389041096,0.7888285510575752,0.01509434,z
28,pi-,2.275862069,0.091489362,0.123809524,0.445,0.438356164,0.8731884999617325,0.013207547,z
29,pi-,2.206896552,0.089361702,0.122619048,0.5475,0.463013699,0.9808641355781651,0.01509434,z
30,pi-,2.206896552,0.091489362,0.119047619,0.6675,0.512328767,1.3085871225508672,0.014150943,z
31,pi-,2.310344828,0.09574468,0.117857143,0.317391304,0.133858268,0.30708401452905576,0.021698113,phT
32,pi-,2.310344828,0.09361702,0.122619048,0.334782609,0.275590551,0.6100141879651964,0.014150943,phT
33,pi-,2.310344828,0.09148936,0.125,0.360869565,0.417322835,0.832358621332127,0.020754717,phT
34,pi-,2.275862069,0.08510638,0.132142857,0.395652174,0.577952756,1.1099425995280738,0.023584906,phT
35,pi-,2.172413793,0.07446809,0.142857143,0.452173913,0.8,1.272594389950524,0.032075472,phT
36,k+,1.379310345,0.018061622,0.461176471,0.404255319,0.41369863,0.5461676177354082,0.019354839,x
37,k+,2.379310345,0.120526094,0.432941176,0.408510638,0.397260274,0.6153596134910916,0.014516129,x
38,k+,4.413793103,0.91087642,0.437647059,0.408510638,0.347945205,0.04196764306244366,0.019354839,x
39,k+,1.862068966,0.095744681,0.371621622,0.417021277,0.389041096,0.7265217171394195,0.020967742,y
40,k+,2.482758621,0.091489362,0.517567568,0.408510638,0.405479452,0.5729669716570494,0.017741935,y
41,k+,2.862068966,0.082978723,0.647297297,0.370212766,0.421917808,0.508885668240179,0.043548387,y
42,k+,2.206896552,0.091489362,0.456470588,0.348091603,0.380821918,0.643536125681846,0.014516129,z
43,k+,2.172413793,0.095744681,0.437647059,0.447328244,0.41369863,0.6983043643883889,0.020967742,z
44,k+,2.034482759,0.093617021,0.414117647,0.548091603,0.421917808,0.7295997341311583,0.022580645,z
45,k+,2.310344828,0.10212766,0.432941176,0.395744681,0.275294118,0.4588880153991905,0.017741935,phT
46,k+,2.206896552,0.093617021,0.442352941,0.408510638,0.421176471,0.7197937852582394,0.016129032,phT
47,k+,2.0,0.080851064,0.461176471,0.421276596,0.585882353,0.884414570653387,0.020967742,phT
48,k-,1.379310345,0.01750827,0.461176471,0.404255319,0.41369863,0.39616242022910986,0.025806452,x
49,k-,2.379310345,0.116833549,0.432941176,0.408510638,0.397260274,0.6138601880685942,0.022580645,x
50,k-,4.413793103,0.882969996,0.437647059,0.408510638,0.347945205,0.1413707665265375,0.069354839,x
51,k-,1.862068966,0.095744681,0.375757576,0.417021277,0.389041096,0.6852847152427616,0.037096774,y
52,k-,2.482758621,0.091489362,0.517171717,0.408510638,0.405479452,0.5668525012014292,0.029032258,y
53,k-,2.862068966,0.082978723,0.646464646,0.370212766,0.421917808,0.4858265048515056,0.043548387,y
54,k-,2.206896552,0.091489362,0.45647059,0.346564885,0.380821918,0.6391140367545277,0.027419355,z
55,k-,2.172413793,0.095744681,0.43764706,0.445801527,0.41369863,0.6774232939879398,0.027419355,z
56,k-,2.034482759,0.093617021,0.41411765,0.546564885,0.421917808,0.7186552940481877,0.04516129,z
57,k-,2.310344828,0.10212766,0.432941176,0.395744681,0.277647059,0.4478785485796676,0.024193548,phT
58,k-,2.206896552,0.093617021,0.442352941,0.408510638,0.421176471,0.6783635491594407,0.030645161,phT
59,k-,2.0,0.080851064,0.461176471,0.421276596,0.588235294,0.8847569744374871,0.040322581,phT
