,hadron,Q2,x,y,z,phT,Asym,dAsym,1D_dependence
0,pi+,1.122807018,0.00279,0.677647059,0.343478261,0.446575342,0.6529418003720276,0.019565,x
1,pi+,1.473684211,0.01706,0.503529412,0.360869565,0.397260274,1.113223692107111,0.01304,x
2,pi+,2.526315789,0.11312,0.470588235,0.365217391,0.37260274,0.6918164510994311,0.01304,x
3,pi+,4.596491228,0.88395,0.456470588,0.356521739,0.356164384,-0.04603961469733614,0.021425,x
4,pi+,2.0,0.104255319,0.38169,0.369565217,0.356164384,0.7892153801894186,0.016875,y
5,pi+,2.315789474,0.085106383,0.49384,0.365217391,0.397260274,0.6786602928654432,0.01219,y
6,pi+,2.526315789,0.074468085,0.61544,0.356521739,0.421917808,0.5980191591389935,0.01219,y
7,pi+,2.666666667,0.065957447,0.76339,0.339130435,0.446575342,0.48387014537723416,0.0178125,y
8,pi+,2.310344828,0.089361702,0.128571429,0.2675,0.339726027,0.801305779633771,0.013045,z
9,pi+,2.344827586,0.091489362,0.126190476,0.345,0.389041096,0.8232139465636137,0.012115,z
10,pi+,2.275862069,0.091489362,0.123809524,0.4475,0.438356164,0.846579439976185,0.012115,z
11,pi+,2.206896552,0.089361702,0.122619048,0.5475,0.463013699,0.8574935174704431,0.01118,z
12,pi+,2.206896552,0.091489362,0.119047619,0.6675,0.512328767,0.8618890355104963,0.01118,z
13,pi+,2.310344828,0.095744681,0.117857143,0.317391304,0.13858,0.33496559411933724,0.016875,phT
14,pi+,2.310344828,0.093617021,0.122619048,0.334782609,0.27559,0.620057706045857,0.01125,phT
15,pi+,2.310344828,0.091489362,0.125,0.360869565,0.41732,0.8626343068409374,0.01313,phT
16,pi+,2.275862069,0.085106383,0.132142857,0.395652174,0.57795,1.045865176238875,0.013125,phT
17,pi+,2.172413793,0.074468085,0.142857143,0.452173913,0.79527,1.1660598138528746,0.015,phT
18,pi-,1.122807018,0.024697829,0.67764706,0.343478261,0.446575342,0.8300886750717319,0.024528302,x
19,pi-,1.473684211,0.070282045,0.50352941,0.360869565,0.397260274,0.8208349179375358,0.017924528,x
20,pi-,2.526315789,0.220434628,0.47058824,0.365217391,0.37260274,0.6333279568133132,0.01509434,x
21,pi-,4.596491228,0.725838772,0.45647059,0.356521739,0.356164384,0.025612682021482543,0.050943396,x
22,pi-,2.0,0.104255319,0.372972973,0.369565217,0.356164384,0.7831004287183262,0.018867925,y
23,pi-,2.315789474,0.085106383,0.521621622,0.365217391,0.397260274,0.6507286266225856,0.01509434,y
24,pi-,2.526315789,0.074468085,0.648648649,0.356521739,0.421917808,0.540548672183389,0.011320755,y
25,pi-,2.666666667,0.065957447,0.772972973,0.339130435,0.446575342,0.42318554588119944,0.022641509,y
26,pi-,2.310344828,0.089361702,0.128571429,0.265,0.339726027,0.6942720317465652,0.014150943,z
27,pi-,2.344827586,0.091489362,0.126190476,0.345,0.389041096,0.7756223795271099,0.01509434,z
28,pi-,2.275862069,0.091489362,0.123809524,0.445,0.438356164,0.9025004690191611,0.013207547,z
29,pi-,2.206896552,0.089361702,0.122619048,0.5475,0.463013699,0.9731516481264464,0.01509434,z
30,pi-,2.206896552,0.091489362,0.119047619,0.6675,0.512328767,1.2671370651297604,0.014150943,z
31,pi-,2.310344828,0.09574468,0.117857143,0.317391304,0.133858268,0.28792208533302927,0.021698113,phT
32,pi-,2.310344828,0.09361702,0.122619048,0.334782609,0.275590551,0.6062883743760226,0.014150943,phT
33,pi-,2.310344828,0.09148936,0.125,0.360869565,0.417322835,0.8446536672796241,0.020754717,phT
34,pi-,2.275862069,0.08510638,0.132142857,0.395652174,0.577952756,1.0636458818649361,0.023584906,phT
35,pi-,2.172413793,0.07446809,0.142857143,0.452173913,0.8,1.196659983567282,0.032075472,phT
36,k+,1.379310345,0.018061622,0.461176471,0.404255319,0.41369863,0.5291580651275378,0.019354839,x
37,k+,2.379310345,0.120526094,0.432941176,0.408510638,0.397260274,0.6189448953285136,0.014516129,x
38,k+,4.413793103,0.91087642,0.437647059,0.408510638,0.347945205,0.02337638534462403,0.019354839,x
39,k+,1.862068966,0.095744681,0.371621622,0.417021277,0.389041096,0.7655069982368229,0.020967742,y
40,k+,2.482758621,0.091489362,0.517567568,0.408510638,0.405479452,0.6070741136229597,0.017741935,y
41,k+,2.862068966,0.082978723,0.647297297,0.370212766,0.421917808,0.5000650036234671,0.043548387,y
42,k+,2.206896552,0.091489362,0.456470588,0.348091603,0.380821918,0.6476842012426902,0.014516129,z
43,k+,2.172413793,0.095744681,0.437647059,0.447328244,0.41369863,0.6845661433591721,0.020967742,z
44,k+,2.034482759,0.093617021,0.414117647,0.548091603,0.421917808,0.755544498067945,0.022580645,z
45,k+,2.310344828,0.10212766,0.432941176,0.395744681,0.275294118,0.48768387638219746,0.017741935,phT
46,k+,2.206896552,0.093617021,0.442352941,0.408510638,0.421176471,0.7242782551039328,0.016129032,phT
47,k+,2.0,0.080851064,0.461176471,0.421276596,0.585882353,0.9096567664244178,0.020967742,phT
48,k-,1.379310345,0.01750827,0.461176471,0.404255319,0.41369863,0.431273315023687,0.025806452,x
