,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,1.24,0.0065,0.65,0.285,0.54,0.000699409267589578,0.0117,x
1,pi+,1.47,0.0106,0.47,0.321,0.52,0.0017232351085653978,0.0074,x
2,pi+,1.72,0.0164,0.36,0.347,0.51,0.0037984741853794033,0.0061,x
3,pi+,2.05,0.0257,0.27,0.363,0.49,0.008029208394612169,0.0053,x
4,pi+,2.71,0.0399,0.23,0.37,0.48,0.016789808532760665,0.0055,x
5,pi+,4.22,0.0628,0.23,0.367,0.48,0.036185633839394084,0.0063,x
6,pi+,6.68,0.1009,0.22,0.365,0.48,0.08088602770381,0.0075,x
7,pi+,10.54,0.1621,0.22,0.362,0.48,0.18007184981879895,0.0096,x
8,pi+,21.02,0.2881,0.24,0.361,0.52,0.5360515936680185,0.0126,x
9,pi+,3.75,0.0467,0.33,0.223,0.45,0.012330655472420404,0.0044,z
10,pi+,3.75,0.0483,0.32,0.274,0.47,0.01708569879909204,0.0053,z
11,pi+,3.72,0.0498,0.31,0.324,0.5,0.023117240971823997,0.0063,z
12,pi+,3.68,0.0511,0.29,0.374,0.52,0.029111707683248753,0.0074,z
13,pi+,3.58,0.0527,0.27,0.445,0.54,0.03704599424327706,0.0067,z
14,pi+,3.4,0.0545,0.24,0.565,0.57,0.047856817437164745,0.0077,z
15,pi+,3.1,0.0548,0.21,0.716,0.56,0.047592707961396814,0.0113,z
16,pi+,2.71,0.0527,0.19,0.878,0.47,0.03265492760296343,0.0152,z
17,pi+,3.57,0.052,0.28,0.346,0.15,0.0064317819819802655,0.0072,phT
18,pi+,3.52,0.051,0.28,0.344,0.25,0.010711911809007416,0.006,phT
19,pi+,3.48,0.0497,0.29,0.344,0.35,0.01516188087876403,0.0056,phT
20,pi+,3.55,0.0495,0.3,0.344,0.45,0.020834608157396833,0.0059,phT
21,pi+,3.62,0.0493,0.3,0.35,0.55,0.02816848330913335,0.0066,phT
22,pi+,3.71,0.0489,0.31,0.363,0.67,0.040221296189928965,0.0066,phT
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.06397464608504087,0.0087,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.1296889689886127,0.0091,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.8244302250190769,0.0186,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,0.0006811073446493065,0.0115,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,0.0017180348631265659,0.0075,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,0.0036608110955788043,0.0063,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,0.007934824301640026,0.0054,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,0.016530588922361946,0.0057,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.03542548922109451,0.0068,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,0.0783549924363013,0.0083,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.174140474504026,0.0109,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.49780139015150887,0.0147,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.011442394465819837,0.0045,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,0.01598733415517114,0.0054,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,0.02072907347343284,0.0065,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,0.02563938370589148,0.0078,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,0.03244104046093092,0.0071,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,0.038755459626132915,0.0086,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,0.036154417516961045,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,0.024088498143053402,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,0.005750464035428197,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.009555441436173503,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,0.013419569927408915,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,0.018466871700062,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,0.024856048169148378,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,0.035162439967572436,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,0.05499039749647299,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,0.10839535564279741,0.0096,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,0.6423847975774557,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,0.0009478838111213903,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,0.0021863338159445957,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,0.004785886949385583,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,0.010499802790676176,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,0.02340012780772908,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.0505382367092868,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.11275697838186143,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.250489410312315,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,0.804440923786574,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,0.007224679794839064,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,0.0109618558938348,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,0.015402697081084741,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,0.020131673215747773,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,0.02575538708085377,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,0.032616490150966,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,0.04225441195650609,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,0.033367236515803915,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,0.003825726302496867,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,0.006702272891873584,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,0.009677290815963474,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,0.013238368748482854,0.0207,phT
