,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,3.43,0.037,0.36,0.2237,0.43,-0.004505626245726383,0.0068,z
1,pi+,3.37,0.039,0.34,0.2737,0.45,-0.003981423684359603,0.008,z
2,pi+,3.33,0.041,0.32,0.3237,0.48,-0.00253926770181305,0.0094,z
3,pi+,3.28,0.042,0.3,0.3737,0.49,0.0007791864804189457,0.011,z
4,pi+,3.19,0.044,0.28,0.4448,0.52,0.008693040297972777,0.01,z
5,pi+,3.03,0.046,0.25,0.5646,0.54,0.02591790239033417,0.0117,z
6,pi+,2.74,0.046,0.22,0.7164,0.54,0.04900952024175763,0.0171,z
7,pi+,2.4,0.045,0.19,0.8787,0.47,0.05076096030535803,0.0234,z
8,pi+,1.24,0.006469,0.65,0.29,0.53,0.011025941173797746,0.0156,x
9,pi+,1.45,0.01059,0.46,0.33,0.52,0.0036417234052034154,0.0101,x
10,pi+,1.67,0.01643,0.34,0.35,0.49,0.005711757538100868,0.0084,x
11,pi+,1.99,0.02556,0.26,0.37,0.46,0.008644770928592458,0.0074,x
12,pi+,2.79,0.03967,0.23,0.39,0.45,0.010817044318567219,0.0083,x
13,pi+,4.54,0.06255,0.24,0.38,0.46,0.0144111722027449,0.0104,x
14,pi+,7.4,0.1005,0.25,0.37,0.46,0.017902842484598953,0.0137,x
15,pi+,11.8,0.1609,0.24,0.37,0.47,0.020745101629162734,0.0203,x
16,pi+,23.8,0.2781,0.28,0.36,0.51,0.019083386817896304,0.0343,x
17,pi+,3.18,0.043,0.29,0.35,0.1547,0.003445369109215016,0.0104,phT
18,pi+,3.14,0.042,0.29,0.35,0.2519,0.005250217741287141,0.0087,phT
19,pi+,3.14,0.041,0.3,0.35,0.3496,0.006794472643131261,0.0084,phT
20,pi+,3.23,0.041,0.31,0.35,0.4482,0.008719046058900322,0.0089,phT
21,pi+,3.29,0.041,0.32,0.36,0.5475,0.01094018124785345,0.0102,phT
22,pi+,3.36,0.04,0.33,0.37,0.6681,0.012713634689502214,0.0102,phT
23,pi+,3.46,0.04,0.34,0.39,0.817,0.016263640531220362,0.0138,phT
24,pi+,3.61,0.039,0.36,0.41,1.042,0.020005420116173577,0.0151,phT
25,pi+,4.08,0.038,0.43,0.43,1.549,0.02896892366586783,0.0327,phT
26,pi-,3.31,0.036,0.37,0.2236,0.44,-0.005008011867748117,0.0071,z
27,pi-,3.25,0.038,0.35,0.2736,0.46,-0.004853092103298902,0.0084,z
28,pi-,3.19,0.039,0.33,0.3236,0.48,-0.004647050614232768,0.01,z
29,pi-,3.13,0.04,0.31,0.3736,0.5,-0.004380731309983566,0.0118,z
30,pi-,3.02,0.041,0.28,0.4446,0.52,-0.003774450485637681,0.0109,z
31,pi-,2.81,0.042,0.25,0.5643,0.54,-0.001196574881422701,0.013,z
32,pi-,2.51,0.042,0.22,0.7171,0.52,0.005335871651172159,0.019,z
33,pi-,2.21,0.041,0.19,0.8794,0.43,0.005350692092363238,0.0247,z
34,pi-,1.24,0.006453,0.65,0.29,0.54,-0.004255049348521173,0.0159,x
35,pi-,1.46,0.01057,0.47,0.32,0.52,-0.0011926612922146462,0.0104,x
36,pi-,1.68,0.01641,0.35,0.35,0.49,-0.0015924118774619152,0.0088,x
37,pi-,2.02,0.02552,0.27,0.37,0.46,-0.0026810836154484824,0.0079,x
38,pi-,2.82,0.03964,0.24,0.38,0.45,-0.003993068831139166,0.0089,x
