,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
0,pi+,2.423,0.086,0.592,0.234,0.346,0.006328146362873334,0.006046487,z
1,pi+,2.428,0.094,0.551,0.303,0.377,0.01795072405600383,0.007715569,z
2,pi+,2.425,0.097,0.528,0.373,0.403,0.028559165368977568,0.009689685,z
3,pi+,2.418,0.099,0.514,0.447,0.429,0.037261130330766515,0.011715375,z
4,pi+,2.411,0.1,0.504,0.523,0.453,0.040965407453901294,0.0146,z
5,pi+,2.4,0.101,0.494,0.593,0.465,0.030302096346769555,0.01707425,z
6,pi+,2.385,0.103,0.478,0.663,0.465,0.008191196479171197,0.01968248,z
7,pi+,1.281,0.036,0.707,0.336,0.489,0.021989208320067222,0.008856636,x
8,pi+,1.631,0.056,0.569,0.356,0.409,0.03261280203768927,0.007300685,x
9,pi+,2.017,0.076,0.513,0.367,0.372,0.04165548777379966,0.008160882,x
10,pi+,2.467,0.098,0.484,0.376,0.356,0.04854762345992519,0.007738863,x
11,pi+,3.203,0.133,0.464,0.379,0.344,0.05287913546721269,0.008044874,x
12,pi+,4.321,0.186,0.449,0.379,0.339,0.055819927839760045,0.010720075,x
13,pi+,6.179,0.275,0.434,0.375,0.344,0.05880790198530337,0.015024314,x
14,pi+,2.533,0.109,0.46,0.341,0.11,0.011660017129495213,0.008761849,phT
15,pi+,2.53,0.106,0.49,0.35,0.211,0.022397979423703803,0.007783315,phT
16,pi+,2.486,0.1,0.519,0.355,0.29,0.029801538886237874,0.007333485,phT
17,pi+,2.415,0.093,0.549,0.355,0.37,0.0356461582283538,0.007495332,phT
18,pi+,2.342,0.086,0.58,0.36,0.488,0.04364342908287736,0.007516648,phT
19,pi+,2.303,0.08,0.616,0.388,0.669,0.05728102605935095,0.012140016,phT
20,pi+,2.262,0.073,0.658,0.453,0.954,0.07666059261873676,0.020529978,phT
21,pi0,2.361,0.072,0.671,0.236,0.39,0.001652293164212925,0.02556345,z
22,pi0,2.414,0.081,0.623,0.304,0.42,0.010116407148650572,0.019649936,z
23,pi0,2.447,0.087,0.587,0.374,0.446,0.01899580654837356,0.019405412,z
24,pi0,2.486,0.093,0.558,0.448,0.464,0.025496871927410906,0.019577794,z
25,pi0,2.531,0.098,0.531,0.523,0.472,0.02842439996198307,0.023482973,z
26,pi0,2.552,0.102,0.511,0.593,0.488,0.020945008801497498,0.026705243,z
27,pi0,2.583,0.106,0.495,0.663,0.495,0.004836299710177291,0.0314,z
28,pi0,1.293,0.035,0.717,0.351,0.54,0.012927008905650234,0.037302145,x
29,pi0,1.712,0.055,0.599,0.386,0.451,0.019472792669726804,0.030805844,x
30,pi0,2.184,0.076,0.557,0.406,0.416,0.024680081010287035,0.029516944,x
31,pi0,2.705,0.098,0.531,0.414,0.392,0.028751131449390527,0.023913594,x
32,pi0,3.549,0.133,0.514,0.421,0.372,0.03089663642222597,0.020248457,x
33,pi0,4.716,0.185,0.491,0.428,0.364,0.03265233358477589,0.028715327,x
34,pi0,6.631,0.273,0.47,0.432,0.378,0.0334660151108431,0.049445323,x
35,pi0,2.731,0.111,0.475,0.391,0.113,0.008018736708235311,0.031852943,phT
36,pi0,2.649,0.103,0.517,0.384,0.212,0.014190226760916407,0.031795912,phT
37,pi0,2.553,0.095,0.553,0.381,0.29,0.017913646025164248,0.030509834,phT
38,pi0,2.456,0.087,0.587,0.381,0.369,0.020483979810301443,0.029224989,phT
39,pi0,2.367,0.08,0.623,0.382,0.49,0.0241250961087504,0.022333159,phT
40,pi0,2.28,0.073,0.655,0.404,0.673,0.028816516793633472,0.02268149,phT
41,pi0,2.263,0.07,0.677,0.463,0.959,0.03890831766446929,0.027060118,phT
42,pi-,2.373,0.084,0.596,0.233,0.352,-0.0035732229643629185,0.006441273,z
43,pi-,2.356,0.091,0.553,0.303,0.385,-0.001556991947220807,0.00820061,z
44,pi-,2.338,0.094,0.53,0.373,0.411,0.0006113008076367488,0.010555094,z
45,pi-,2.332,0.096,0.515,0.447,0.43,0.002356987495896717,0.012798828,z
46,pi-,2.315,0.097,0.504,0.523,0.444,0.0033010326919614354,0.016268989,z
47,pi-,2.263,0.096,0.494,0.593,0.447,0.0009410626485698848,0.019246298,z
48,pi-,2.247,0.098,0.475,0.663,0.435,-0.003166313222173442,0.02251444,z
49,pi-,1.278,0.035,0.708,0.33,0.484,0.006688280097629988,0.01034698,x
50,pi-,1.629,0.055,0.57,0.35,0.403,0.00612735116823926,0.008856636,x
51,pi-,2.011,0.076,0.512,0.36,0.367,0.001938682121773316,0.009527329,x
52,pi-,2.451,0.098,0.481,0.367,0.352,-0.0020462558807233075,0.008766413,x
53,pi-,3.192,0.133,0.462,0.369,0.344,-0.004949183948504796,0.008286133,x
54,pi-,4.291,0.186,0.447,0.367,0.34,-0.009654616866449243,0.010917875,x
55,pi-,6.125,0.275,0.43,0.363,0.354,-0.018905035756523834,0.015411684,x
56,pi-,2.454,0.106,0.462,0.337,0.11,0.00149720431579801,0.009709789,phT
57,pi-,2.445,0.102,0.493,0.346,0.211,0.002362571281010524,0.009708244,phT
58,pi-,2.393,0.096,0.525,0.35,0.29,0.002667927249904066,0.009176056,phT
59,pi-,2.314,0.089,0.556,0.348,0.369,0.002862023065013376,0.008998889,phT
60,pi-,2.269,0.083,0.586,0.349,0.488,0.002867658845170495,0.006760178,phT
61,pi-,2.265,0.079,0.619,0.371,0.67,0.0010073836839719222,0.008683317,phT
62,pi-,2.224,0.072,0.658,0.433,0.951,-0.00654381451949166,0.014616429,phT
63,k+,2.429,0.083,0.606,0.236,0.354,0.013471138334268303,0.017661823,z
64,k+,2.474,0.092,0.568,0.305,0.385,0.02916950843085972,0.017803651,z
65,k+,2.528,0.097,0.545,0.374,0.415,0.0430435504825582,0.018788294,z
66,k+,2.521,0.099,0.531,0.448,0.443,0.05351917663282666,0.020465825,z
67,k+,2.511,0.102,0.515,0.524,0.47,0.05753472650565983,0.024382371,z
68,k+,2.552,0.103,0.515,0.593,0.497,0.04281584977750048,0.028487541,z
69,k+,2.562,0.106,0.495,0.663,0.512,0.01336358662862722,0.032743854,z
70,k+,1.285,0.036,0.709,0.364,0.53,0.027239771718560957,0.028715501,x
71,k+,1.646,0.056,0.574,0.386,0.439,0.04278158869896985,0.024443609,x
72,k+,2.061,0.076,0.524,0.398,0.399,0.055985738570305595,0.025741018,x
73,k+,2.523,0.099,0.495,0.406,0.375,0.0657156638647705,0.023620542,x
74,k+,3.3,0.134,0.477,0.412,0.363,0.07400943578830764,0.022129844,x
75,k+,4.461,0.186,0.464,0.413,0.355,0.07937738256770127,0.025210315,x
76,k+,6.374,0.274,0.45,0.416,0.355,0.08215392532093263,0.029977492,x
77,k+,2.655,0.111,0.47,0.367,0.111,0.01612116362865523,0.037161808,phT
78,k+,2.619,0.107,0.496,0.376,0.211,0.030492898622565365,0.033420054,phT
79,k+,2.597,0.103,0.525,0.38,0.29,0.04118103936218413,0.030143988,phT
80,k+,2.52,0.096,0.55,0.387,0.369,0.05020858323446675,0.027170756,phT
81,k+,2.44,0.089,0.576,0.393,0.489,0.06265260542340557,0.018999474,phT
82,k+,2.339,0.081,0.611,0.418,0.673,0.08034719065589466,0.018133395,phT
83,k+,2.253,0.072,0.661,0.471,0.972,0.10503541384606331,0.030081556,phT
84,k-,2.393,0.081,0.617,0.234,0.366,-0.002940895657736439,0.022734335,z
85,k-,2.38,0.086,0.58,0.303,0.401,-0.0010414679482749498,0.024957764,z
86,k-,2.385,0.091,0.553,0.373,0.429,-0.0014746734469271337,0.02862953,z
87,k-,2.32,0.091,0.536,0.448,0.45,-0.006266887085314403,0.032163644,z
88,k-,2.294,0.091,0.534,0.523,0.463,-0.02331849972199529,0.041671093,z
89,k-,2.325,0.092,0.53,0.591,0.479,-0.05201965915325955,0.050789369,z
90,k-,2.329,0.094,0.513,0.662,0.493,-0.059587662878660914,0.068919228,z
91,k-,1.289,0.035,0.715,0.339,0.507,0.004933344779415426,0.0352881,x
92,k-,1.666,0.055,0.582,0.358,0.421,0.0010018912419537441,0.029841247,x
93,k-,2.088,0.076,0.532,0.363,0.381,-0.005340458824555188,0.032048869,x
94,k-,2.585,0.098,0.508,0.37,0.366,-0.011592107201136376,0.029274562,x
95,k-,3.375,0.133,0.489,0.37,0.363,-0.020271872313619297,0.028507017,x
96,k-,4.551,0.186,0.474,0.369,0.351,-0.03070335107477762,0.04048827,x
97,k-,6.301,0.275,0.444,0.37,0.364,-0.03908638259722045,0.064611145,x
98,k-,2.467,0.102,0.478,0.342,0.111,-0.001792034591213542,0.030782625,phT
99,k-,2.452,0.098,0.516,0.348,0.21,-0.0028524156928888583,0.032697401,phT
100,k-,2.457,0.094,0.545,0.351,0.29,-0.0030660796694698842,0.032869439,phT
101,k-,2.361,0.086,0.576,0.354,0.37,-0.002190314250065164,0.032076471,phT
102,k-,2.293,0.081,0.604,0.352,0.489,-0.001655902372288594,0.023522755,phT
103,k-,2.275,0.076,0.636,0.372,0.673,-0.0026468602205937703,0.026974247,phT
104,k-,2.24,0.07,0.678,0.429,0.955,-0.007363822340463016,0.039752862,phT
